id,rt,rt_range:min,rt_range:max,mz,mz_range:min,mz_range:max,height,area,intensity_range:min,intensity_range:max,fragment_scans,charge,feature_group,ion_identities:iin_id,ion_identities:ion_identities,ion_identities:list_size,ion_identities:neutral_mass,ion_identities:partner_row_ids,ion_identities:iin_relationship,ion_identities:consensus_formulas,ion_identities:simple_formulas,datafile:202406251802_PMA_dbgi_003198_01_01.mzML:feature_state,datafile:202406251802_PMA_dbgi_003198_01_01.mzML:mz,datafile:202406251802_PMA_dbgi_003198_01_01.mzML:mz_range:min,datafile:202406251802_PMA_dbgi_003198_01_01.mzML:mz_range:max,datafile:202406251802_PMA_dbgi_003198_01_01.mzML:rt,datafile:202406251802_PMA_dbgi_003198_01_01.mzML:rt_range:min,datafile:202406251802_PMA_dbgi_003198_01_01.mzML:rt_range:max,datafile:202406251802_PMA_dbgi_003198_01_01.mzML:height,datafile:202406251802_PMA_dbgi_003198_01_01.mzML:area,datafile:202406251802_PMA_dbgi_003198_01_01.mzML:intensity_range:min,datafile:202406251802_PMA_dbgi_003198_01_01.mzML:intensity_range:max,datafile:202406251802_PMA_dbgi_003198_01_01.mzML:fwhm,datafile:202406251802_PMA_dbgi_003198_01_01.mzML:tailing_factor,datafile:202406251802_PMA_dbgi_003198_01_01.mzML:asymmetry_factor,datafile:202406251802_PMA_dbgi_003198_01_01.mzML:fragment_scans,datafile:202406251802_PMA_dbgi_003198_01_01.mzML:rt_ms2_apex_distance,datafile:202406251802_PMA_dbgi_003198_01_01.mzML:isotopes,datafile:202406251802_PMA_dbgi_003198_01_01.mzML:charge
27,0.4999,0.4682,0.5574,564.82455,564.82324,564.82574,5.585E5,2.251E4,4.023E4,5.585E5,1,1,64,,,,,,,,,DETECTED,564.82455,564.82324,564.82574,0.4999,0.4682,0.5574,5.585E5,2.251E4,4.023E4,5.585E5,0.0387,1.2457,1.8987,1,0.0056,4,1
28,0.4999,0.4769,0.5353,678.80138,678.79907,678.8031,1.924E5,6.005E3,6.424E4,1.924E5,0,1,,,,,,,,,,DETECTED,678.80138,678.79907,678.8031,0.4999,0.4769,0.5353,1.924E5,6.005E3,6.424E4,1.924E5,0.0319,1.2688,1.5376,,,3,1
30,0.5113,0.4533,0.6813,146.95814,146.9577,146.95842,1.69E6,1.683E5,2.107E4,1.69E6,2,1,64,,,,,,,,,DETECTED,146.95814,146.9577,146.95842,0.5113,0.4533,0.6813,1.69E6,1.683E5,2.107E4,1.69E6,0.1015,2.2813,2.1727,2,-0.0374,2,1
33,0.5113,0.4533,0.6813,175.95575,175.95546,175.95676,7.495E5,7.678E4,1.028E4,7.495E5,2,1,64,,,,,,,,,DETECTED,175.95575,175.95546,175.95676,0.5113,0.4533,0.6813,7.495E5,7.678E4,1.028E4,7.495E5,0.1027,2.286,2.3205,2,-0.0254,5,1
37,0.5113,0.4769,0.5574,231.92908,231.92822,231.92926,6.465E5,3.263E4,3.933E4,6.465E5,1,1,64,,,,,,,,,DETECTED,231.92908,231.92822,231.92926,0.5113,0.4769,0.5574,6.465E5,3.263E4,3.933E4,6.465E5,0.0517,1.1714,1.3428,1,-0.0041,6,1
42,0.5113,0.4533,0.6385,304.91265,304.91175,304.91367,1.326E7,8.53E5,1.225E4,1.326E7,2,1,64,,,,,,,,,DETECTED,304.91265,304.91175,304.91367,0.5113,0.4533,0.6385,1.326E7,8.53E5,1.225E4,1.326E7,0.0722,1.3365,1.4618,2,-0.0321,5,1
44,0.5113,0.4607,0.5922,305.91547,305.91281,305.91769,4.914E5,3.159E4,1.542E4,4.914E5,1,1,64,,,,,,,,,DETECTED,305.91547,305.91281,305.91769,0.5113,0.4607,0.5922,4.914E5,3.159E4,1.542E4,4.914E5,0.0664,1.3536,1.6036,1,-0.0138,5,1
45,0.5113,0.4607,0.5922,308.90488,308.90375,308.9064,3.661E5,2.505E4,2.131E4,3.661E5,1,1,64,,,,,,,,,DETECTED,308.90488,308.90375,308.9064,0.5113,0.4607,0.5922,3.661E5,2.505E4,2.131E4,3.661E5,0.0686,1.3399,1.5431,1,0.0087,5,1
47,0.5113,0.4682,0.5691,420.88945,420.88812,420.89124,4.211E5,2.072E4,3.109E4,4.211E5,0,1,64,,,,,,,,,DETECTED,420.88945,420.88812,420.89124,0.5113,0.4682,0.5691,4.211E5,2.072E4,3.109E4,4.211E5,0.0509,1.0768,0.9787,,,4,1
54,0.524,0.4533,0.6813,174.95374,174.95276,174.95396,3.47E7,3.594E6,4.435E5,3.47E7,4,1,64,,,,,,,,,DETECTED,174.95374,174.95276,174.95396,0.524,0.4533,0.6813,3.47E7,3.594E6,4.435E5,3.47E7,0.1032,1.529,1.5424,4,-0.0684,5,1
56,0.524,0.4533,0.6274,178.94554,178.94518,178.94676,4.046E5,4.101E4,1.017E4,4.046E5,1,1,64,,,,,,,,,DETECTED,178.94554,178.94518,178.94676,0.524,0.4533,0.6274,4.046E5,4.101E4,1.017E4,4.046E5,0.1124,1.3293,1.662,1,-0.0151,5,1
57,0.524,0.3036,0.5574,178.97457,178.97389,178.97481,1.431E6,1.269E5,7.991E4,1.431E6,5,1,64,,,,,,,,,DETECTED,178.97457,178.97389,178.97481,0.524,0.3036,0.5574,1.431E6,1.269E5,7.991E4,1.431E6,0.0378,0.5759,0.1518,5,-0.2181,3,1
62,0.524,0.4607,0.6056,272.95737,272.95633,272.95749,6.137E6,3.163E5,6.358E4,6.137E6,2,1,64,,,,,,,,,DETECTED,272.95737,272.95633,272.95749,0.524,0.4607,0.6056,6.137E6,3.163E5,6.358E4,6.137E6,0.0509,0.8744,0.6619,2,-0.0414,5,1
67,0.524,0.4607,0.6385,288.93538,288.93433,288.93579,1.57E7,9.655E5,4.542E4,1.57E7,3,1,64,,,,,,,,,DETECTED,288.93538,288.93433,288.93579,0.524,0.4607,0.6385,1.57E7,9.655E5,4.542E4,1.57E7,0.067,0.9778,0.8124,3,-0.0517,5,1
71,0.524,0.4607,0.6056,290.93237,290.93158,290.93326,1.86E6,1.054E5,3.502E4,1.86E6,0,1,64,,,,,,,,,DETECTED,290.93237,290.93158,290.93326,0.524,0.4607,0.6056,1.86E6,1.054E5,3.502E4,1.86E6,0.0618,0.9714,0.7769,,,5,1
73,0.524,0.4682,0.5922,502.85379,502.85251,502.85718,7.817E5,3.283E4,2.727E4,7.817E5,1,1,64,,,,,,,,,DETECTED,502.85379,502.85251,502.85718,0.524,0.4682,0.5922,7.817E5,3.283E4,2.727E4,7.817E5,0.0386,0.981,0.9195,1,-0.0056,3,1
74,0.524,0.4999,0.5922,518.83025,518.8288,518.83118,6.922E5,2.588E4,2.965E4,6.922E5,1,1,64,,,,,,,,,DETECTED,518.83025,518.8288,518.83118,0.524,0.4999,0.5922,6.922E5,2.588E4,2.965E4,6.922E5,0.045,1.6545,1.9064,1,0.0073,3,1
76,0.524,0.4769,0.5691,632.80498,632.80273,632.80768,3.167E5,9.543E3,2.663E4,3.167E5,0,1,64,,,,,,,,,DETECTED,632.80498,632.80273,632.80768,0.524,0.4769,0.5691,3.167E5,9.543E3,2.663E4,3.167E5,0.0221,0.875,0.3625,,,3,1
78,0.524,0.4999,0.5691,716.76219,716.76117,716.76294,1.371E5,4.147E3,2.2E4,1.371E5,0,1,,,,,,,,,,DETECTED,716.76219,716.76117,716.76294,0.524,0.4999,0.5691,1.371E5,4.147E3,2.2E4,1.371E5,0.0308,1.4391,1.4754,,,2,1
80,0.5353,0.4533,0.7266,158.9758,158.97517,158.97598,1.036E7,1.028E6,1.13E5,1.036E7,3,1,64,,,,,,,,,DETECTED,158.9758,158.97517,158.97598,0.5353,0.4533,0.7266,1.036E7,1.028E6,1.13E5,1.036E7,0.1074,1.1108,0.9917,3,-0.0706,3,1
90,0.5459,0.4607,0.6056,372.89716,372.89594,372.89944,7.299E5,4.558E4,3.951E4,7.299E5,1,1,64,,,,,,,,,DETECTED,372.89716,372.89594,372.89944,0.5459,0.4607,0.6056,7.299E5,4.558E4,3.951E4,7.299E5,0.0472,0.8007,0.4781,1,-0.0242,4,1
93,0.5459,0.4999,0.6056,388.87331,388.87164,388.87396,1.152E6,5.286E4,7.762E4,1.152E6,1,1,64,,,,,,,,,DETECTED,388.87331,388.87164,388.87396,0.5459,0.4999,0.6056,1.152E6,5.286E4,7.762E4,1.152E6,0.0572,1.0328,1.1316,1,-0.0163,3,1
96,0.5459,0.4999,0.6056,456.85746,456.85425,456.8587,9.814E5,3.782E4,3.871E4,9.814E5,1,1,64,,,,,,,,,DETECTED,456.85746,456.85425,456.8587,0.5459,0.4999,0.6056,9.814E5,3.782E4,3.871E4,9.814E5,0.0342,1.2005,1.3175,1,0.0155,5,1
98,0.5459,0.5113,0.5922,458.85545,458.85345,458.8573,2.616E5,9.834E3,4.639E4,2.616E5,0,1,64,,,,,,,,,DETECTED,458.85545,458.85345,458.8573,0.5459,0.5113,0.5922,2.616E5,9.834E3,4.639E4,2.616E5,0.0362,1.1701,1.1163,,,5,1
99,0.5459,0.5113,0.6056,472.83472,472.83313,472.83759,1.284E6,4.725E4,1.044E5,1.284E6,1,1,64,,,,,,,,,DETECTED,472.83472,472.83313,472.83759,0.5459,0.5113,0.6056,1.284E6,4.725E4,1.044E5,1.284E6,0.0328,1.2239,1.2757,1,0.0089,4,1
104,0.5459,0.5113,0.6056,556.794,556.79236,556.79492,5.359E5,2.13E4,5.109E4,5.359E5,0,1,64,,,,,,,,,DETECTED,556.794,556.79236,556.79492,0.5459,0.5113,0.6056,5.359E5,2.13E4,5.109E4,5.359E5,0.0393,1.2194,1.9716,,,4,1
107,0.5459,0.5113,0.5807,670.76984,670.76611,670.77185,2.168E5,7.287E3,6.479E4,2.168E5,0,1,64,,,,,,,,,DETECTED,670.76984,670.76611,670.77185,0.5459,0.5113,0.5807,2.168E5,7.287E3,6.479E4,2.168E5,0.0342,1.0028,1.0057,,,4,1
111,0.5574,0.5113,0.6274,242.93808,242.93748,242.94024,1.736E6,8.358E4,6.862E4,1.736E6,1,1,64,,,,,,,,,DETECTED,242.93808,242.93748,242.94024,0.5574,0.5113,0.6274,1.736E6,8.358E4,6.862E4,1.736E6,0.0428,1.0969,0.9775,1,-0.014,3,1
113,0.5574,0.4999,0.6492,258.91558,258.91428,258.91577,3.002E6,1.462E5,5.615E4,3.002E6,2,1,64,,,,,,,,,DETECTED,258.91558,258.91428,258.91577,0.5574,0.4999,0.6492,3.002E6,1.462E5,5.615E4,3.002E6,0.0418,1.136,1.1965,2,-0.0245,3,1
114,0.5574,0.5113,0.6162,326.90011,326.89941,326.90179,9.956E5,4.171E4,5.728E4,9.956E5,1,1,64,,,,,,,,,DETECTED,326.90011,326.89941,326.90179,0.5574,0.5113,0.6162,9.956E5,4.171E4,5.728E4,9.956E5,0.0377,1.0312,1.1919,1,0.009,3,1
117,0.5574,0.5113,0.6274,342.87732,342.87665,342.87927,1.693E6,7.48E4,7.01E4,1.693E6,1,1,64,,,,,,,,,DETECTED,342.87732,342.87665,342.87927,0.5574,0.5113,0.6274,1.693E6,7.48E4,7.01E4,1.693E6,0.04,1.1241,1.4466,1,0.0023,4,1
120,0.5574,0.524,0.6056,412.85659,412.85391,412.85919,2.119E5,8.107E3,3.482E4,2.119E5,0,1,64,,,,,,,,,DETECTED,412.85659,412.85391,412.85919,0.5574,0.524,0.6056,2.119E5,8.107E3,3.482E4,2.119E5,0.0353,1.2196,1.1239,,,5,1
121,0.5574,0.5113,0.6056,426.83741,426.83594,426.83859,1.077E6,4.513E4,5.406E4,1.077E6,1,1,64,,,,,,,,,DETECTED,426.83741,426.83594,426.83859,0.5574,0.5113,0.6056,1.077E6,4.513E4,5.406E4,1.077E6,0.0396,1.2192,1.6366,1,0.0073,4,1
123,0.5691,0.4999,0.715,128.95664,128.95598,128.95706,2.964E6,1.382E5,3.094E4,2.964E6,1,1,64,,,,,,,,,DETECTED,128.95664,128.95598,128.95706,0.5691,0.4999,0.715,2.964E6,1.382E5,3.094E4,2.964E6,0.0397,1.2071,1.2944,1,-0.006,4,1
125,0.5691,0.524,0.6162,296.88059,296.87875,296.88086,8.649E5,3.06E4,7.045E4,8.649E5,1,1,64,,,,,,,,,DETECTED,296.88059,296.87875,296.88086,0.5691,0.524,0.6162,8.649E5,3.06E4,7.045E4,8.649E5,0.0328,1.1597,1.1378,1,0.0089,2,1
129,0.5691,0.524,0.6056,510.79853,510.797,510.79968,4.03E5,1.555E4,5.754E4,4.03E5,0,1,64,,,,,,,,,DETECTED,510.79853,510.797,510.79968,0.5691,0.524,0.6056,4.03E5,1.555E4,5.754E4,4.03E5,0.0376,0.9043,0.739,,,3,1
139,0.6056,0.5353,0.8381,131.03174,131.03133,131.03221,9.125E5,6.588E4,1.914E4,9.125E5,1,1,13,,,,,,,,,DETECTED,131.03174,131.03133,131.03221,0.6056,0.5353,0.8381,9.125E5,6.588E4,1.914E4,9.125E5,0.0449,2.1683,2.2242,1,-0.016,3,1
140,0.6056,0.5353,0.8811,143.03183,143.03146,143.03293,3.218E6,2.238E5,2.632E4,3.218E6,3,1,13,,,,,,,,,DETECTED,143.03183,143.03146,143.03293,0.6056,0.5353,0.8811,3.218E6,2.238E5,2.632E4,3.218E6,0.0459,1.8319,1.8695,3,-0.0292,3,1
141,0.6056,0.5353,0.8381,161.04241,161.04202,161.04257,3.579E6,2.607E5,5.609E4,3.579E6,3,1,13,,,,,,,,,DETECTED,161.04241,161.04202,161.04257,0.6056,0.5353,0.8381,3.579E6,2.607E5,5.609E4,3.579E6,0.0468,2.0476,2.2194,3,-0.0326,4,1
143,0.6056,0.524,0.9003,179.05371,179.05235,179.05394,2.451E7,1.901E6,1.419E5,2.451E7,5,1,13,0,[M-H]-,3,180.06117,148;143;146,,,,DETECTED,179.05371,179.05235,179.05394,0.6056,0.524,0.9003,2.451E7,1.901E6,1.419E5,2.451E7,0.0504,1.684,2.2097,5,-0.0541,3,1
146,0.6056,0.5353,0.8381,215.03057,215.03008,215.03111,8.185E6,5.058E5,3.703E4,8.185E6,3,1,13,0,[M+Cl]-,3,180.06117,143;146,,,,DETECTED,215.03057,215.03008,215.03111,0.6056,0.5353,0.8381,8.185E6,5.058E5,3.703E4,8.185E6,0.0524,1.7262,2.5061,3,-0.0176,4,1
147,0.6056,0.5459,0.7823,217.02748,217.02711,217.02803,2.173E6,1.322E5,2.536E4,2.173E6,0,1,13,,,,,,,,,DETECTED,217.02748,217.02711,217.02803,0.6056,0.5459,0.7823,2.173E6,1.322E5,2.536E4,2.173E6,0.0517,1.7213,2.4982,,,4,1
148,0.6056,0.5113,0.8811,225.05956,225.05832,225.05981,9.035E6,6.923E5,4.473E4,9.035E6,5,1,13,0,[M+FA]-,3,180.06117,148;143,,,,DETECTED,225.05956,225.05832,225.05981,0.6056,0.5113,0.8811,9.035E6,6.923E5,4.473E4,9.035E6,0.0574,2.287,1.6492,5,-0.0525,3,1
160,0.6056,0.5353,0.8381,471.07337,471.06897,471.07431,6.342E6,4.112E5,1.998E4,6.342E6,3,1,13,,,,,,,,,DETECTED,471.07337,471.06897,471.07431,0.6056,0.5353,0.8381,6.342E6,4.112E5,1.998E4,6.342E6,0.0419,2.4784,3.1954,3,-0.0209,4,1
167,0.6162,0.5459,0.8612,195.04812,195.0475,195.04849,1.208E6,1.29E5,2.459E4,1.208E6,2,1,13,,,,,,,,,DETECTED,195.04812,195.0475,195.04849,0.6162,0.5459,0.8612,1.208E6,1.29E5,2.459E4,1.208E6,0.0936,1.8529,2.2947,2,-0.0129,3,1
171,0.6162,0.5353,0.8811,341.10747,341.10483,341.10831,1.645E7,1.334E6,5.636E4,1.645E7,4,1,13,1,[M-H]-,3,342.11518,171;176;173,,,,DETECTED,341.10747,341.10483,341.10831,0.6162,0.5353,0.8811,1.645E7,1.334E6,5.636E4,1.645E7,0.0525,2.4572,3.5812,4,-0.0299,3,1
172,0.6162,0.5691,0.8381,371.11791,371.11545,371.1196,1.069E6,8.608E4,2.768E4,1.069E6,1,1,13,,,,,,,,,DETECTED,371.11791,371.11545,371.1196,0.6162,0.5691,0.8381,1.069E6,8.608E4,2.768E4,1.069E6,0.055,3.1299,5.0232,1,0.004,2,1
173,0.6162,0.5574,0.8811,377.08468,377.08176,377.08508,9.328E6,6.327E5,3.91E4,9.328E6,3,1,13,1,[M+Cl]-,3,342.11518,171;176;173,,,,DETECTED,377.08468,377.08176,377.08508,0.6162,0.5574,0.8811,9.328E6,6.327E5,3.91E4,9.328E6,0.0544,2.4091,3.9298,3,-0.0162,4,1
174,0.6162,0.5574,0.8148,379.08164,379.0802,379.08392,2.326E6,1.585E5,2.174E4,2.326E6,0,1,13,,,,,,,,,DETECTED,379.08164,379.0802,379.08392,0.6162,0.5574,0.8148,2.326E6,1.585E5,2.174E4,2.326E6,0.054,2.5292,3.5141,,,4,1
176,0.6162,0.524,0.9003,387.11372,387.11084,387.11395,5.636E7,4.821E6,8.002E4,5.636E7,6,1,13,1,[M+FA]-,3,342.11518,171;176;173,,,,DETECTED,387.11372,387.11084,387.11395,0.6162,0.524,0.9003,5.636E7,4.821E6,8.002E4,5.636E7,0.0543,2.4362,3.5867,6,-0.0415,2,1
178,0.6162,0.5574,0.8266,389.11617,389.1152,389.12018,1.216E6,1.006E5,2.76E4,1.216E6,0,1,13,,,,,,,,,DETECTED,389.11617,389.1152,389.12018,0.6162,0.5574,0.8266,1.216E6,1.006E5,2.76E4,1.216E6,0.0534,2.3672,3.6103,,,3,1
191,0.6385,0.5574,0.8381,135.02669,135.02631,135.02692,1.631E6,1.617E5,4.543E4,1.631E6,2,1,13,,,,,,,,,DETECTED,135.02669,135.02631,135.02692,0.6385,0.5574,0.8381,1.631E6,1.617E5,4.543E4,1.631E6,0.0941,1.5144,1.8113,2,-0.0244,4,1
195,0.6385,0.5691,0.8497,191.0528,191.0511,191.05362,1.031E6,9.268E4,1.972E4,1.031E6,1,1,13,,,,,,,,,DETECTED,191.0528,191.0511,191.05362,0.6385,0.5691,0.8497,1.031E6,9.268E4,1.972E4,1.031E6,0.0672,1.861,2.8184,1,0.018,4,1
202,0.6385,0.5807,0.7896,404.1008,404.09784,404.10397,5.59E5,4.449E4,2.8E4,5.59E5,0,1,13,,,,,,,,,DETECTED,404.1008,404.09784,404.10397,0.6385,0.5807,0.7896,5.59E5,4.449E4,2.8E4,5.59E5,0.0732,2.0405,2.7378,,,2,1
204,0.6385,0.5807,0.8044,447.13277,447.13025,447.13345,1.977E6,1.231E5,1.893E4,1.977E6,2,1,13,,,,,,,,,DETECTED,447.13277,447.13025,447.13345,0.6385,0.5807,0.8044,1.977E6,1.231E5,1.893E4,1.977E6,0.0584,1.7447,2.0602,2,-0.0149,3,1
212,0.6492,0.5574,0.8044,129.0163,129.01608,129.01656,1.628E6,2.253E5,2.191E4,1.628E6,3,1,13,,,,,,,,,DETECTED,129.0163,129.01608,129.01656,0.6492,0.5574,0.8044,1.628E6,2.253E5,2.191E4,1.628E6,0.1635,1.8616,3.0168,3,-0.0023,6,1
213,0.6492,0.5691,0.8044,142.99591,142.99564,142.99608,1.261E7,1.39E6,4.028E4,1.261E7,4,1,13,,,,,,,,,DETECTED,142.99591,142.99564,142.99608,0.6492,0.5691,0.8044,1.261E7,1.39E6,4.028E4,1.261E7,0.1015,2.2031,3.6089,4,-0.0385,3,1
215,0.6492,0.5353,0.8811,149.04252,149.04218,149.04274,3.179E6,2.916E5,3.67E4,3.179E6,3,1,13,,,,,,,,,DETECTED,149.04252,149.04218,149.04274,0.6492,0.5353,0.8811,3.179E6,2.916E5,3.67E4,3.179E6,0.0759,1.3201,2.1092,3,-0.0146,2,1
216,0.6492,0.5353,0.8148,165.03715,165.03665,165.03728,1.878E6,1.973E5,2.485E4,1.878E6,3,1,13,2,[M-H]-,2,166.04384,216;173,,,,DETECTED,165.03715,165.03665,165.03728,0.6492,0.5353,0.8148,1.878E6,1.973E5,2.485E4,1.878E6,0.0985,1.2308,1.265,3,-0.0476,4,1
217,0.6492,0.5691,0.8044,173.00678,173.00603,173.00786,1.202E7,1.467E6,2.677E4,1.202E7,4,1,13,3,[M-H]-,3,174.01468,217;221,,,,DETECTED,173.00678,173.00603,173.00786,0.6492,0.5691,0.8044,1.202E7,1.467E6,2.677E4,1.202E7,0.1214,2.2244,3.7297,4,-0.0307,3,1
220,0.6492,0.5459,0.9003,209.06423,209.06325,209.06465,2.159E6,2.119E5,2.96E4,2.159E6,3,1,13,,,,,,,,,DETECTED,209.06423,209.06325,209.06465,0.6492,0.5459,0.9003,2.159E6,2.119E5,2.96E4,2.159E6,0.0882,1.8027,2.3916,3,-0.0129,2,1
221,0.6492,0.5691,0.9312,219.01256,219.01205,219.01282,4.953E6,6.652E5,2.508E4,4.953E6,3,1,13,3,[M+FA]-,3,174.01468,217;235;221,,,,DETECTED,219.01256,219.01205,219.01282,0.6492,0.5691,0.9312,4.953E6,6.652E5,2.508E4,4.953E6,0.1377,2.4475,3.852,3,-0.0274,3,1
223,0.6492,0.5922,0.9312,226.99448,226.99283,226.99496,6.131E6,7.567E5,1.754E5,6.131E6,5,1,13,,,,,,,,,DETECTED,226.99448,226.99283,226.99496,0.6492,0.5922,0.9312,6.131E6,7.567E5,1.754E5,6.131E6,0.1075,2.973,4.7154,5,-0.024,4,1
224,0.6492,0.5922,0.8612,228.99087,228.98966,228.99164,1.544E6,1.742E5,7.722E4,1.544E6,1,1,13,,,,,,,,,DETECTED,228.99087,228.98966,228.99164,0.6492,0.5922,0.8612,1.544E6,1.742E5,7.722E4,1.544E6,0.1006,2.803,4.5683,1,0.0056,4,1
229,0.6709,0.6162,0.8148,279.03356,279.03299,279.035,5.895E5,5.393E4,3.631E4,5.895E5,0,1,13,,,,,,,,,DETECTED,279.03356,279.03299,279.035,0.6709,0.6162,0.8148,5.895E5,5.393E4,3.631E4,5.895E5,0.0827,1.7607,2.5707,,,2,1
232,0.6813,0.6056,0.8266,297.04477,297.0419,297.04715,9.451E5,8.041E4,1.841E4,9.451E5,1,1,13,,,,,,,,,DETECTED,297.04477,297.0419,297.04715,0.6813,0.6056,0.8266,9.451E5,8.041E4,1.841E4,9.451E5,0.0883,1.2988,1.3723,1,0.0067,2,1
235,0.6813,0.6056,0.8612,347.02399,347.02338,347.02533,1.287E6,1.624E5,2.647E4,1.287E6,2,1,13,3,[2M-H]-,3,174.01468,235;221,,,,DETECTED,347.02399,347.02338,347.02533,0.6813,0.6056,0.8612,1.287E6,1.624E5,2.647E4,1.287E6,0.1373,1.5164,2.0334,2,-0.0281,3,1
236,0.6813,0.6162,0.8266,365.03405,365.03119,365.03598,3.019E5,3.421E4,1.984E4,3.019E5,0,1,13,,,,,,,,,DETECTED,365.03405,365.03119,365.03598,0.6813,0.6162,0.8266,3.019E5,3.421E4,1.984E4,3.019E5,0.1146,1.5488,1.9103,,,2,1
237,0.6923,0.5691,0.8266,439.07477,439.07211,439.07593,4.612E6,5.127E5,2.785E4,4.612E6,3,1,13,,,,,,,,,DETECTED,439.07477,439.07211,439.07593,0.6923,0.5691,0.8266,4.612E6,5.127E5,2.785E4,4.612E6,0.1057,1.0426,0.9121,3,-0.0799,3,1
