id,rt,rt_range:min,rt_range:max,mz,mz_range:min,mz_range:max,height,area,intensity_range:min,intensity_range:max,fragment_scans,charge,feature_group,ion_identities:iin_id,ion_identities:ion_identities,ion_identities:list_size,ion_identities:neutral_mass,ion_identities:partner_row_ids,ion_identities:iin_relationship,ion_identities:consensus_formulas,ion_identities:simple_formulas,datafile:202406251802_PMA_dbgi_003155_01_01.mzML:feature_state,datafile:202406251802_PMA_dbgi_003155_01_01.mzML:mz,datafile:202406251802_PMA_dbgi_003155_01_01.mzML:mz_range:min,datafile:202406251802_PMA_dbgi_003155_01_01.mzML:mz_range:max,datafile:202406251802_PMA_dbgi_003155_01_01.mzML:rt,datafile:202406251802_PMA_dbgi_003155_01_01.mzML:rt_range:min,datafile:202406251802_PMA_dbgi_003155_01_01.mzML:rt_range:max,datafile:202406251802_PMA_dbgi_003155_01_01.mzML:height,datafile:202406251802_PMA_dbgi_003155_01_01.mzML:area,datafile:202406251802_PMA_dbgi_003155_01_01.mzML:intensity_range:min,datafile:202406251802_PMA_dbgi_003155_01_01.mzML:intensity_range:max,datafile:202406251802_PMA_dbgi_003155_01_01.mzML:fwhm,datafile:202406251802_PMA_dbgi_003155_01_01.mzML:tailing_factor,datafile:202406251802_PMA_dbgi_003155_01_01.mzML:asymmetry_factor,datafile:202406251802_PMA_dbgi_003155_01_01.mzML:fragment_scans,datafile:202406251802_PMA_dbgi_003155_01_01.mzML:rt_ms2_apex_distance,datafile:202406251802_PMA_dbgi_003155_01_01.mzML:isotopes,datafile:202406251802_PMA_dbgi_003155_01_01.mzML:charge
48,0.5132,0.4687,0.5384,500.91756,500.9162,500.91843,2.934E5,9.159E3,2.097E4,2.934E5,1,1,,,,,,,,,,DETECTED,500.91756,500.9162,500.91843,0.5132,0.4687,0.5384,2.934E5,9.159E3,2.097E4,2.934E5,0.03,0.8483,0.7333,1,-0.0042,5,1
56,0.527,0.406,0.6295,160.97313,160.97226,160.97331,2.737E6,2.219E5,1.251E4,2.737E6,0,1,123,,,,,,,,,DETECTED,160.97313,160.97226,160.97331,0.527,0.406,0.6295,2.737E6,2.219E5,1.251E4,2.737E6,0.0832,1.1111,1.1196,,,4,1
57,0.527,0.3023,0.6078,174.95305,174.95251,174.95326,2.77E6,2.944E5,1.404E5,2.77E6,5,1,123,,,,,,,,,DETECTED,174.95305,174.95251,174.95326,0.527,0.3023,0.6078,2.77E6,2.944E5,1.404E5,2.77E6,0.082,0.6797,0.306,5,-0.1783,3,1
58,0.527,0.3023,0.5502,178.97461,178.97412,178.97475,1.431E6,1.145E5,1.078E5,1.431E6,4,1,,,,,,,,,,DETECTED,178.97461,178.97412,178.97475,0.527,0.3023,0.5502,1.431E6,1.145E5,1.078E5,1.431E6,0.0197,0.5516,0.1032,4,-0.2167,3,1
62,0.527,0.3023,0.5502,231.92918,231.92874,231.92947,5.765E5,5.434E4,4.313E4,5.765E5,1,1,123,,,,,,,,,DETECTED,231.92918,231.92874,231.92947,0.527,0.3023,0.5502,5.765E5,5.434E4,4.313E4,5.765E5,0.0358,0.5516,0.3636,1,-0.0197,5,1
63,0.527,0.4687,0.5739,244.96142,244.9599,244.9623,7.968E5,3.846E4,4.843E4,7.968E5,1,1,123,,,,,,,,,DETECTED,244.96142,244.9599,244.9623,0.527,0.4687,0.5739,7.968E5,3.846E4,4.843E4,7.968E5,0.0464,0.8102,0.6114,1,-0.0317,5,1
66,0.527,0.4611,0.6078,272.95819,272.9566,272.9584,1.806E7,9.051E5,8.51E4,1.806E7,2,1,123,,,,,,,,,DETECTED,272.95819,272.9566,272.9584,0.527,0.4611,0.6078,1.806E7,9.051E5,8.51E4,1.806E7,0.047,0.8107,0.5916,2,-0.0436,5,1
69,0.527,0.4687,0.5739,275.95506,275.95447,275.95688,5.282E5,2.528E4,3.491E4,5.282E5,1,1,123,,,,,,,,,DETECTED,275.95506,275.95447,275.95688,0.527,0.4687,0.5739,5.282E5,2.528E4,3.491E4,5.282E5,0.0441,0.8148,0.6164,1,-0.0213,5,1
71,0.527,0.5016,0.5853,358.91685,358.91513,358.9176,1.555E5,5.716E3,2.031E4,1.555E5,0,1,,,,,,,,,,DETECTED,358.91685,358.91513,358.9176,0.527,0.5016,0.5853,1.555E5,5.716E3,2.031E4,1.555E5,0.0333,1.6479,2.0302,,,4,1
72,0.527,0.5016,0.5853,372.8957,372.89536,372.89673,1.401E5,5.385E3,2.104E4,1.401E5,0,1,132,,,,,,,,,DETECTED,372.8957,372.89536,372.89673,0.527,0.5016,0.5853,1.401E5,5.385E3,2.104E4,1.401E5,0.0405,1.6479,2.149,,,3,1
77,0.5384,0.5016,0.5967,440.87954,440.87744,440.88141,1.494E6,5.605E4,5.138E4,1.494E6,1,1,132,,,,,,,,,DETECTED,440.87954,440.87744,440.88141,0.5384,0.5016,0.5967,1.494E6,5.605E4,5.138E4,1.494E6,0.0458,1.3839,1.5796,1,-0.0058,5,1
81,0.5502,0.4897,0.6078,242.93805,242.93651,242.94055,4.594E6,1.884E5,3.639E4,4.594E6,2,1,97,,,,,,,,,DETECTED,242.93805,242.93651,242.94055,0.5502,0.4897,0.6078,4.594E6,1.884E5,3.639E4,4.594E6,0.0397,1.095,1.0007,2,-0.0293,5,1
85,0.5502,0.5016,0.6078,326.89993,326.89914,326.90176,3.129E6,1.085E5,3.564E4,3.129E6,1,1,97,,,,,,,,,DETECTED,326.89993,326.89914,326.90176,0.5502,0.5016,0.6078,3.129E6,1.085E5,3.564E4,3.129E6,0.0317,1.1199,1.138,1,-0.0159,4,1
87,0.5502,0.5132,0.5967,328.89782,328.89709,328.89896,6.616E5,2.424E4,7.878E4,6.616E5,0,1,97,,,,,,,,,DETECTED,328.89782,328.89709,328.89896,0.5502,0.5132,0.5967,6.616E5,2.424E4,7.878E4,6.616E5,0.0352,1.1286,0.9704,,,5,1
90,0.5502,0.5132,0.5853,394.88516,394.883,394.88629,1.451E5,5.292E3,4.797E4,1.451E5,0,1,96,,,,,,,,,DETECTED,394.88516,394.883,394.88629,0.5502,0.5132,0.5853,1.451E5,5.292E3,4.797E4,1.451E5,0.0326,0.9753,0.9507,,,3,1
91,0.5502,0.5132,0.6078,410.8605,410.85953,410.86123,2.453E6,7.831E4,4.64E4,2.453E6,1,1,97,,,,,,,,,DETECTED,410.8605,410.85953,410.86123,0.5502,0.5132,0.6078,2.453E6,7.831E4,4.64E4,2.453E6,0.0296,1.0556,1.4881,1,-0.0061,5,1
98,0.5502,0.5132,0.5853,524.83988,524.83893,524.84192,3.509E5,1.278E4,5.236E4,3.509E5,0,1,96,,,,,,,,,DETECTED,524.83988,524.83893,524.84192,0.5502,0.5132,0.5853,3.509E5,1.278E4,5.236E4,3.509E5,0.0347,0.9753,0.6958,,,5,1
105,0.5621,0.5132,0.6078,296.8805,296.87778,296.88141,1.175E6,4.402E4,5.469E4,1.175E6,1,1,111,,,,,,,,,DETECTED,296.8805,296.87778,296.88141,0.5621,0.5132,0.6078,1.175E6,4.402E4,5.469E4,1.175E6,0.0384,1.0162,1.068,1,-0.0062,3,1
106,0.5621,0.527,0.5967,380.84216,380.84149,380.84305,6.193E5,2.185E4,1.157E5,6.193E5,1,1,111,,,,,,,,,DETECTED,380.84216,380.84149,380.84305,0.5621,0.527,0.5967,6.193E5,2.185E4,1.157E5,6.193E5,0.0386,0.9939,1.3521,1,0.0023,3,1
110,0.5739,0.5132,0.7984,225.05946,225.05907,225.0598,1.224E7,1.172E6,5.495E5,1.224E7,5,1,17,0,[M+FA]-,3,180.06095,110;159,,,,DETECTED,225.05946,225.05907,225.0598,0.5739,0.5132,0.7984,1.224E7,1.172E6,5.495E5,1.224E7,0.1446,2.6911,3.0906,5,-0.0379,3,1
120,0.5853,0.527,0.8712,471.07417,471.07156,471.07492,8.004E6,4.23E5,1.025E5,8.004E6,1,1,17,,,,,,,,,DETECTED,471.07417,471.07156,471.07492,0.5853,0.527,0.8712,8.004E6,4.23E5,1.025E5,8.004E6,0.0478,1.9451,2.7591,1,-0.0159,4,1
122,0.5853,0.5384,0.64,555.03236,555.03082,555.03375,7.13E5,3.065E4,3.625E4,7.13E5,1,1,17,,,,,,,,,DETECTED,555.03236,555.03082,555.03375,0.5853,0.5384,0.64,7.13E5,3.065E4,3.625E4,7.13E5,0.0612,1.143,1.8474,1,0.004,3,1
125,0.5967,0.527,0.7872,143.03178,143.03142,143.03292,1.092E6,8.777E4,2.392E4,1.092E6,1,1,17,,,,,,,,,DETECTED,143.03178,143.03142,143.03292,0.5967,0.527,0.7872,1.092E6,8.777E4,2.392E4,1.092E6,0.0592,2.0112,2.7071,1,-0.014,3,1
126,0.5967,0.527,0.8449,161.04212,161.04134,161.04271,1.171E6,1.118E5,4.451E4,1.171E6,1,1,17,,,,,,,,,DETECTED,161.04212,161.04134,161.04271,0.5967,0.527,0.8449,1.171E6,1.118E5,4.451E4,1.171E6,0.0709,2.6625,3.2716,1,-0.0256,5,1
130,0.6078,0.527,0.7872,132.02712,132.02673,132.02814,9.415E5,7.943E4,4.025E4,9.415E5,1,1,17,,,,,,,,,DETECTED,132.02712,132.02673,132.02814,0.6078,0.527,0.7872,9.415E5,7.943E4,4.025E4,9.415E5,0.068,1.636,1.5289,1,-0.0152,6,1
131,0.6078,0.527,0.8449,146.04276,146.04253,146.04305,3.73E6,3.293E5,1.547E5,3.73E6,3,1,17,,,,,,,,,DETECTED,146.04276,146.04253,146.04305,0.6078,0.527,0.8449,3.73E6,3.293E5,1.547E5,3.73E6,0.0726,2.1214,1.6437,3,-0.0503,3,1
132,0.6078,0.5384,0.695,215.03037,215.03,215.03188,8.344E5,4.064E4,1.921E4,8.344E5,1,1,17,0,[M+Cl]-,3,180.06095,132;159,,,,DETECTED,215.03037,215.03,215.03188,0.6078,0.5384,0.695,8.344E5,4.064E4,1.921E4,8.344E5,0.0378,1.3899,1.6555,1,-0.0038,2,1
140,0.6078,0.5132,0.8712,341.10731,341.10608,341.10776,2.446E7,1.625E6,3.553E4,2.446E7,5,1,17,1,[M-H]-,3,342.11489,145;140;169,,,,DETECTED,341.10731,341.10608,341.10776,0.6078,0.5132,0.8712,2.446E7,1.625E6,3.553E4,2.446E7,0.0371,2.7169,3.7979,5,-0.0283,4,1
145,0.6078,0.5132,0.8712,387.1135,387.11151,387.11392,8.289E7,5.993E6,1.06E5,8.289E7,6,1,17,1,[M+FA]-,3,342.11489,145;140;169,,,,DETECTED,387.1135,387.11151,387.11392,0.6078,0.5132,0.8712,8.289E7,5.993E6,1.06E5,8.289E7,0.0374,2.8104,4.0139,6,-0.0536,2,1
146,0.6078,0.5502,0.8712,389.11622,389.11438,389.11832,1.912E6,1.273E5,3.65E4,1.912E6,0,1,17,,,,,,,,,DETECTED,389.11622,389.11438,389.11832,0.6078,0.5502,0.8712,1.912E6,1.273E5,3.65E4,1.912E6,0.0334,2.7048,3.5268,,,3,1
154,0.6078,0.5739,0.7502,683.21537,683.21234,683.22131,6.63E5,3.072E4,3.772E4,6.63E5,0,1,17,,,,,,,,,DETECTED,683.21537,683.21234,683.22131,0.6078,0.5739,0.7502,6.63E5,3.072E4,3.772E4,6.63E5,0.0292,3.2796,5.5568,,,2,1
155,0.6185,0.5621,0.7756,129.01607,129.01579,129.01625,6.348E5,7.58E4,4.433E4,6.348E5,1,1,17,,,,,,,,,DETECTED,129.01607,129.01579,129.01625,0.6185,0.5621,0.7756,6.348E5,7.58E4,4.433E4,6.348E5,0.1459,2.0128,4.7212,1,0.1052,3,1
156,0.6185,0.5502,0.8308,135.02683,135.02618,135.02707,8.015E6,4.247E5,1.081E5,8.015E6,3,1,17,,,,,,,,,DETECTED,135.02683,135.02618,135.02707,0.6185,0.5502,0.8308,8.015E6,4.247E5,1.081E5,8.015E6,0.0392,1.3766,1.4087,3,-0.0374,5,1
158,0.6185,0.5384,0.8712,165.03742,165.03679,165.03772,1.098E7,6.588E5,1.103E5,1.098E7,4,1,17,,,,,,,,,DETECTED,165.03742,165.03679,165.03772,0.6185,0.5384,0.8712,1.098E7,6.588E5,1.103E5,1.098E7,0.0412,1.4336,1.5631,4,-0.0508,4,1
159,0.6185,0.5132,0.8712,179.05336,179.05252,179.05376,1.209E7,1.2E6,1.307E5,1.209E7,6,1,17,0,[M-H]-,3,180.06095,110;132;159,,,,DETECTED,179.05336,179.05252,179.05376,0.6185,0.5132,0.8712,1.209E7,1.2E6,1.307E5,1.209E7,0.0908,1.5406,1.343,6,-0.0711,3,1
160,0.6185,0.5502,0.7872,191.05329,191.05161,191.05397,8.202E6,5.042E5,2.026E4,8.202E6,3,1,17,2,[M-H]-,2,192.06056,164;160,,,,DETECTED,191.05329,191.05161,191.05397,0.6185,0.5502,0.7872,8.202E6,5.042E5,2.026E4,8.202E6,0.0412,2.0971,2.406,3,-0.0275,8,1
162,0.6185,0.527,0.8449,195.04852,195.04732,195.0488,1.6E7,1.187E6,3.673E4,1.6E7,4,1,17,,,,,,,,,DETECTED,195.04852,195.04732,195.0488,0.6185,0.527,0.8449,1.6E7,1.187E6,3.673E4,1.6E7,0.0703,1.6757,1.6801,4,-0.0594,8,1
163,0.6185,0.5739,1.0207,219.01244,219.01184,219.01273,1.811E6,3.119E5,3.419E4,1.811E6,5,1,17,3,[M+FA]-,2,174.01379,163;190,,,,DETECTED,219.01244,219.01184,219.01273,0.6185,0.5739,1.0207,1.811E6,3.119E5,3.419E4,1.811E6,0.1682,9.1563,16.0593,5,0.0072,2,1
164,0.6185,0.5502,0.8712,237.05877,237.05791,237.05948,9.685E5,8.144E4,2.179E4,9.685E5,0,1,17,2,[M+FA]-,2,192.06056,160;164,,,,DETECTED,237.05877,237.05791,237.05948,0.6185,0.5502,0.8712,9.685E5,8.144E4,2.179E4,9.685E5,0.0541,1.9799,2.2296,,,2,1
166,0.6185,0.5621,0.8222,262.05459,262.0531,262.05566,5.309E5,4.496E4,2.589E4,5.309E5,0,1,17,,,,,,,,,DETECTED,262.05459,262.0531,262.05566,0.6185,0.5621,0.8222,5.309E5,4.496E4,2.589E4,5.309E5,0.0712,2.6312,3.5998,,,2,1
167,0.6185,0.5502,0.8712,267.06954,267.06769,267.07178,7.397E5,6.142E4,1.813E4,7.397E5,0,1,17,,,,,,,,,DETECTED,267.06954,267.06769,267.07178,0.6185,0.5502,0.8712,7.397E5,6.142E4,1.813E4,7.397E5,0.0697,2.7591,3.2386,,,2,1
169,0.6185,0.5621,0.8379,377.0842,377.08255,377.08557,4.146E6,2.172E5,4.245E4,4.146E6,2,1,17,1,[M+Cl]-,3,342.11489,145;140;169,,,,DETECTED,377.0842,377.08255,377.08557,0.6185,0.5621,0.8379,4.146E6,2.172E5,4.245E4,4.146E6,0.047,2.0298,2.5382,2,-0.0179,6,1
172,0.6185,0.5853,0.6716,404.10039,404.09677,404.10257,5.476E5,2.096E4,6.864E4,5.476E5,0,1,17,,,,,,,,,DETECTED,404.10039,404.09677,404.10257,0.6185,0.5853,0.6716,5.476E5,2.096E4,6.864E4,5.476E5,0.0285,1.2994,2.3738,,,2,1
174,0.6185,0.5621,0.684,477.144,477.14145,477.14581,5.886E6,1.855E5,6.459E4,5.886E6,1,1,17,,,,,,,,,DETECTED,477.144,477.14145,477.14581,0.6185,0.5621,0.684,5.886E6,1.855E5,6.459E4,5.886E6,0.029,1.4907,1.085,1,-0.0162,6,1
175,0.6185,0.5621,0.6607,488.1594,488.15796,488.16138,1.617E6,6.172E4,5.335E4,1.617E6,1,1,17,,,,,,,,,DETECTED,488.1594,488.15796,488.16138,0.6185,0.5621,0.6607,1.617E6,6.172E4,5.335E4,1.617E6,0.0391,1.0059,1.2762,1,-0.0038,5,1
177,0.6185,0.5621,0.7388,507.15322,507.15021,507.15695,1.77E6,8.481E4,2.431E4,1.77E6,1,1,17,,,,,,,,,DETECTED,507.15322,507.15021,507.15695,0.6185,0.5621,0.7388,1.77E6,8.481E4,2.431E4,1.77E6,0.0354,1.6875,2.207,1,-0.0055,3,1
179,0.6185,0.5739,0.7502,533.16951,533.16815,533.17389,3.398E6,1.293E5,8.467E4,3.398E6,1,1,17,,,,,,,,,DETECTED,533.16951,533.16815,533.17389,0.6185,0.5739,0.7502,3.398E6,1.293E5,8.467E4,3.398E6,0.027,1.6738,2.2077,1,-0.0128,2,1
184,0.6295,0.5384,0.9445,149.04232,149.04208,149.04289,1.781E6,1.628E5,4.56E4,1.781E6,3,1,17,,,,,,,,,DETECTED,149.04232,149.04208,149.04289,0.6295,0.5384,0.9445,1.781E6,1.628E5,4.56E4,1.781E6,0.0608,2.0691,3.0252,3,-0.0021,4,1
186,0.6295,0.5384,0.8818,209.06416,209.06389,209.06474,1.278E6,1.051E5,3.294E4,1.278E6,1,1,17,,,,,,,,,DETECTED,209.06416,209.06389,209.06474,0.6295,0.5384,0.8818,1.278E6,1.051E5,3.294E4,1.278E6,0.0806,1.8116,2.2701,1,0.0085,2,1
189,0.64,0.5739,1.0759,142.99567,142.99513,142.99586,3.393E6,6.44E5,3.448E4,3.393E6,8,1,17,,,,,,,,,DETECTED,142.99567,142.99513,142.99586,0.64,0.5739,1.0759,3.393E6,6.44E5,3.448E4,3.393E6,0.118,5.5817,7.7799,8,-0.0237,2,1
190,0.64,0.5739,0.7872,173.00607,173.00572,173.00642,3.214E6,3.681E5,2.776E4,3.214E6,3,1,17,3,[M-H]-,2,174.01379,163;190,,,,DETECTED,173.00607,173.00572,173.00642,0.64,0.5739,0.7872,3.214E6,3.681E5,2.776E4,3.214E6,0.1373,2.2094,3.6779,3,-0.016,2,1
203,0.64,0.6078,0.8103,515.15917,515.15833,515.16302,1.271E6,7.683E4,2.934E4,1.271E6,0,1,17,,,,,,,,,DETECTED,515.15917,515.15833,515.16302,0.64,0.6078,0.8103,1.271E6,7.683E4,2.934E4,1.271E6,0.0381,2.7571,5.5128,,,3,1
210,0.6607,0.6078,1.2773,133.01182,133.01077,133.01195,1.194E8,1.416E7,8.526E5,1.194E8,12,1,17,,,,,,,,,DETECTED,133.01182,133.01077,133.01195,0.6607,0.6078,1.2773,1.194E8,1.416E7,8.526E5,1.194E8,0.1104,3.1078,4.3836,12,-0.0261,5,1
212,0.6607,0.6185,1.2888,134.01438,134.01372,134.01477,4.27E6,4.949E5,2.072E4,4.27E6,3,1,17,,,,,,,,,DETECTED,134.01438,134.01372,134.01477,0.6607,0.6185,1.2888,4.27E6,4.949E5,2.072E4,4.27E6,0.1308,2.8396,3.7794,3,-0.0157,5,1
213,0.6607,0.6078,1.0759,135.01547,135.01489,135.01669,6.703E5,7.473E4,8.829E3,6.703E5,1,1,17,,,,,,,,,DETECTED,135.01547,135.01489,135.01669,0.6607,0.6078,1.0759,6.703E5,7.473E4,8.829E3,6.703E5,0.0827,3.4998,4.6672,1,0.021,6,1
214,0.6607,0.6078,0.9139,173.04224,173.04164,173.04256,3.541E6,4.779E5,2.178E5,3.541E6,5,1,17,,,,,,,,,DETECTED,173.04224,173.04164,173.04256,0.6607,0.6078,0.9139,3.541E6,4.779E5,2.178E5,3.541E6,0.1452,3.5314,4.986,5,-0.0144,3,1
217,0.6607,0.5621,0.9659,209.0279,209.02724,209.02916,7.82E5,8.247E4,2.9E4,7.82E5,1,1,17,,,,,,,,,DETECTED,209.0279,209.02724,209.02916,0.6607,0.5621,0.9659,7.82E5,8.247E4,2.9E4,7.82E5,0.096,1.8154,1.8297,1,-0.0038,2,1
219,0.6607,0.6295,0.852,304.9905,304.98914,304.99127,1.181E6,9.703E4,1.909E4,1.181E6,3,1,17,,,,,,,,,DETECTED,304.9905,304.98914,304.99127,0.6607,0.6295,0.852,1.181E6,9.703E4,1.909E4,1.181E6,0.0515,3.0733,4.4994,3,-0.0022,2,1
220,0.6607,0.5739,0.8222,439.08307,439.07956,439.08359,1.362E7,1.018E6,2.26E5,1.362E7,4,1,17,,,,,,,,,DETECTED,439.08307,439.07956,439.08359,0.6607,0.5739,0.8222,1.362E7,1.018E6,2.26E5,1.362E7,0.0347,1.2728,1.4526,4,-0.0664,3,1
221,0.6607,0.5739,0.8712,459.04236,459.03885,459.04483,6.586E5,7.477E4,2.557E4,6.586E5,1,1,17,,,,,,,,,DETECTED,459.04236,459.03885,459.04483,0.6607,0.5739,0.8712,6.586E5,7.477E4,2.557E4,6.586E5,0.0904,2.4266,2.974,1,0.0194,3,1
222,0.6607,0.6185,0.8379,475.12859,475.12744,475.12909,6.574E6,4.174E5,5.283E4,6.574E6,2,1,17,,,,,,,,,DETECTED,475.12859,475.12744,475.12909,0.6607,0.6185,0.8379,6.574E6,4.174E5,5.283E4,6.574E6,0.0338,1.9935,2.6293,2,-0.0244,2,1
224,0.6607,0.6295,0.8103,528.03707,528.0351,528.04095,2.818E5,3.009E4,4.918E4,2.818E5,0,1,17,,,,,,,,,DETECTED,528.03707,528.0351,528.04095,0.6607,0.6295,0.8103,2.818E5,3.009E4,4.918E4,2.818E5,0.1214,2.8987,4.8347,,,2,1
229,0.6716,0.5853,1.2888,145.01138,145.01089,145.01152,6.675E6,1.162E6,3.643E4,6.675E6,6,1,17,,,,,,,,,DETECTED,145.01138,145.01089,145.01152,0.6716,0.5853,1.2888,6.675E6,1.162E6,3.643E4,6.675E6,0.1664,5.0042,7.7951,6,-0.0055,4,1
230,0.6716,0.6295,1.1569,233.0276,233.02657,233.02811,9.684E5,1.553E5,2.291E4,9.684E5,3,1,17,,,,,,,,,DETECTED,233.0276,233.02657,233.02811,0.6716,0.6295,1.1569,9.684E5,1.553E5,2.291E4,9.684E5,0.1666,4.4708,7.3344,3,-0.0022,3,1
233,0.6716,0.64,0.8941,487.12739,487.12488,487.129,1.305E6,1.214E5,1.958E4,1.305E6,3,1,17,,,,,,,,,DETECTED,487.12739,487.12488,487.129,0.6716,0.64,0.8941,1.305E6,1.214E5,1.958E4,1.305E6,0.0838,3.0211,6.525,3,-0.0038,2,1
237,0.7388,0.64,0.852,289.01581,289.01382,289.01834,3.431E5,3.602E4,2.95E4,3.431E5,1,,126,,,,,,,,,DETECTED,289.01581,289.01382,289.01834,0.7388,0.64,0.852,3.431E5,3.602E4,2.95E4,3.431E5,0.1013,1.2566,1.0921,1,-0.0025,,
238,0.7388,0.64,0.9824,331.94662,331.94592,331.94788,1.282E6,1.355E5,1.247E4,1.282E6,2,1,126,,,,,,,,,DETECTED,331.94662,331.94592,331.94788,0.7388,0.64,0.9824,1.282E6,1.355E5,1.247E4,1.282E6,0.0898,1.1582,1.1616,2,-0.0371,2,1
245,0.7756,0.6498,0.9031,343.94561,343.94327,343.94855,5.656E5,5.681E4,1.656E4,5.656E5,1,1,,,,,,,,,,DETECTED,343.94561,343.94327,343.94855,0.7756,0.6498,0.9031,5.656E5,5.681E4,1.656E4,5.656E5,0.0848,0.8766,0.6823,1,-0.0296,3,1
258,0.8222,0.5967,1.2773,191.01767,191.01642,191.01793,2.566E7,3.508E6,1.821E5,2.566E7,11,1,21,,,,,,,,,DETECTED,191.01767,191.01642,191.01793,0.8222,0.5967,1.2773,2.566E7,3.508E6,1.821E5,2.566E7,0.082,1.706,0.9989,11,-0.1746,3,1
