id,rt,rt_range:min,rt_range:max,mz,mz_range:min,mz_range:max,height,area,intensity_range:min,intensity_range:max,fragment_scans,charge,feature_group,ion_identities:iin_id,ion_identities:ion_identities,ion_identities:list_size,ion_identities:neutral_mass,ion_identities:partner_row_ids,ion_identities:iin_relationship,ion_identities:consensus_formulas,ion_identities:simple_formulas,datafile:202406251802_PMA_dbgi_003196_01_01.mzML:feature_state,datafile:202406251802_PMA_dbgi_003196_01_01.mzML:mz,datafile:202406251802_PMA_dbgi_003196_01_01.mzML:mz_range:min,datafile:202406251802_PMA_dbgi_003196_01_01.mzML:mz_range:max,datafile:202406251802_PMA_dbgi_003196_01_01.mzML:rt,datafile:202406251802_PMA_dbgi_003196_01_01.mzML:rt_range:min,datafile:202406251802_PMA_dbgi_003196_01_01.mzML:rt_range:max,datafile:202406251802_PMA_dbgi_003196_01_01.mzML:height,datafile:202406251802_PMA_dbgi_003196_01_01.mzML:area,datafile:202406251802_PMA_dbgi_003196_01_01.mzML:intensity_range:min,datafile:202406251802_PMA_dbgi_003196_01_01.mzML:intensity_range:max,datafile:202406251802_PMA_dbgi_003196_01_01.mzML:fwhm,datafile:202406251802_PMA_dbgi_003196_01_01.mzML:tailing_factor,datafile:202406251802_PMA_dbgi_003196_01_01.mzML:asymmetry_factor,datafile:202406251802_PMA_dbgi_003196_01_01.mzML:fragment_scans,datafile:202406251802_PMA_dbgi_003196_01_01.mzML:rt_ms2_apex_distance,datafile:202406251802_PMA_dbgi_003196_01_01.mzML:isotopes,datafile:202406251802_PMA_dbgi_003196_01_01.mzML:charge
36,0.5034,0.4714,0.5394,532.8698,532.86884,532.87274,3.345E5,1.187E4,6.266E4,3.345E5,1,1,115,,,,,,,,,DETECTED,532.8698,532.86884,532.87274,0.5034,0.4714,0.5394,3.345E5,1.187E4,6.266E4,3.345E5,0.0458,1.0634,1.4484,1,0.011,3,1
40,0.517,0.3055,0.6081,146.95813,146.95772,146.95827,8.322E5,7.146E4,1.824E4,8.322E5,2,,115,,,,,,,,,DETECTED,146.95813,146.95772,146.95827,0.517,0.3055,0.6081,8.322E5,7.146E4,1.824E4,8.322E5,0.0863,1.3616,1.6411,2,-0.0278,,
41,0.517,0.3055,0.6404,174.95365,174.95248,174.95383,1.813E7,1.722E6,1.701E5,1.813E7,5,1,115,,,,,,,,,DETECTED,174.95365,174.95248,174.95383,0.517,0.3055,0.6404,1.813E7,1.722E6,1.701E5,1.813E7,0.0934,1.3828,1.6862,5,-0.1651,5,1
43,0.517,0.4582,0.6081,175.95583,175.95547,175.95709,3.902E5,3.33E4,7.877E3,3.902E5,1,1,115,,,,,,,,,DETECTED,175.95583,175.95547,175.95709,0.517,0.4582,0.6081,3.902E5,3.33E4,7.877E3,3.902E5,0.0936,1.356,1.8374,1,-0.0043,5,1
48,0.517,0.4639,0.5744,244.96127,244.95976,244.96159,5.622E5,2.996E4,2.253E4,5.622E5,1,1,115,,,,,,,,,DETECTED,244.96127,244.95976,244.96159,0.517,0.4639,0.5744,5.622E5,2.996E4,2.253E4,5.622E5,0.0632,1.022,0.9964,1,-0.0161,4,1
50,0.517,0.4639,0.5627,246.95804,246.95732,246.95848,1.579E5,9.979E3,1.837E4,1.579E5,0,1,115,,,,,,,,,DETECTED,246.95804,246.95732,246.95848,0.517,0.4639,0.5627,1.579E5,9.979E3,1.837E4,1.579E5,0.0643,0.9308,0.9943,,,4,1
51,0.517,0.4582,0.6081,272.95802,272.95663,272.95813,1.408E7,7.919E5,7.914E3,1.408E7,2,1,115,,,,,,,,,DETECTED,272.95802,272.95663,272.95813,0.517,0.4582,0.6081,1.408E7,7.919E5,7.914E3,1.408E7,0.069,1.0084,0.9738,2,-0.0344,5,1
54,0.517,0.4582,0.6081,288.93549,288.93332,288.93607,1.114E7,6.85E5,1.589E4,1.114E7,2,1,115,,,,,,,,,DETECTED,288.93549,288.93332,288.93607,0.517,0.4582,0.6081,1.114E7,6.85E5,1.589E4,1.114E7,0.0621,1.1095,1.0431,2,-0.0415,4,1
57,0.517,0.4639,0.5857,290.93238,290.9317,290.93323,1.217E6,7.28E4,5.042E4,1.217E6,0,1,115,,,,,,,,,DETECTED,290.93238,290.9317,290.93323,0.517,0.4639,0.5857,1.217E6,7.28E4,5.042E4,1.217E6,0.0601,1.1337,1.0333,,,4,1
58,0.517,0.4639,0.5969,304.91227,304.91071,304.91248,2.726E6,1.645E5,8.268E4,2.726E6,2,1,115,,,,,,,,,DETECTED,304.91227,304.91071,304.91248,0.517,0.4639,0.5969,2.726E6,1.645E5,8.268E4,2.726E6,0.0661,1.1298,1.079,2,-0.0311,4,1
65,0.5284,0.3055,0.551,178.97464,178.97389,178.97487,1.255E6,1.154E5,1.104E5,1.255E6,5,1,60,,,,,,,,,DETECTED,178.97464,178.97389,178.97487,0.5284,0.3055,0.551,1.255E6,1.154E5,1.104E5,1.255E6,0.0838,0.5507,0.1013,5,-0.2206,2,1
69,0.5284,0.4639,0.5744,275.95528,275.95367,275.95667,4.077E5,2.16E4,1.737E4,4.077E5,1,1,115,,,,,,,,,DETECTED,275.95528,275.95367,275.95667,0.5284,0.4639,0.5744,4.077E5,2.16E4,1.737E4,4.077E5,0.0618,0.8042,0.5627,1,-0.0075,5,1
70,0.5284,0.4919,0.5744,486.8762,486.87457,486.8801,4.402E5,1.563E4,3.173E4,4.402E5,1,1,60,,,,,,,,,DETECTED,486.8762,486.87457,486.8801,0.5284,0.4919,0.5744,4.402E5,1.563E4,3.173E4,4.402E5,0.0333,0.9849,0.9048,1,-0.0041,4,1
71,0.5284,0.4714,0.5744,502.85296,502.85211,502.85739,4.102E5,1.37E4,1.958E4,4.102E5,0,1,60,,,,,,,,,DETECTED,502.85296,502.85211,502.85739,0.5284,0.4714,0.5744,4.102E5,1.37E4,1.958E4,4.102E5,0.0307,0.876,1.2824,,,3,1
72,0.5284,0.5034,0.5627,554.8562,554.85327,554.8576,1.272E5,4.011E3,5.2E4,1.272E5,0,1,,,,,,,,,,DETECTED,554.8562,554.85327,554.8576,0.5284,0.5034,0.5627,1.272E5,4.011E3,5.2E4,1.272E5,0.0307,1.1859,1.3718,,,3,1
77,0.5394,0.3055,0.6617,158.97597,158.97464,158.97607,1.876E7,1.618E6,9.91E4,1.876E7,3,1,115,,,,,,,,,DETECTED,158.97597,158.97464,158.97607,0.5394,0.3055,0.6617,1.876E7,1.618E6,9.91E4,1.876E7,0.0929,0.9444,0.7775,3,-0.0714,4,1
82,0.5394,0.5034,0.5969,372.8963,372.89557,372.89789,6.907E5,2.788E4,3.43E4,6.907E5,1,1,115,,,,,,,,,DETECTED,372.8963,372.89557,372.89789,0.5394,0.5034,0.5969,6.907E5,2.788E4,3.43E4,6.907E5,0.0388,1.1426,0.9966,1,-0.0134,4,1
86,0.5394,0.5034,0.5969,440.87919,440.87775,440.87997,1.056E6,3.48E4,4.949E4,1.056E6,1,1,20,,,,,,,,,DETECTED,440.87919,440.87775,440.87997,0.5394,0.5034,0.5969,1.056E6,3.48E4,4.949E4,1.056E6,0.0305,1.4834,1.6445,1,-0.0042,5,1
89,0.5394,0.5034,0.5969,456.85718,456.8555,456.86041,8.637E5,3.263E4,6.266E4,8.637E5,1,1,20,,,,,,,,,DETECTED,456.85718,456.8555,456.86041,0.5394,0.5034,0.5969,8.637E5,3.263E4,6.266E4,8.637E5,0.0341,1.5333,1.939,1,0.009,5,1
90,0.5394,0.5034,0.5744,570.83538,570.83374,570.83923,3.205E5,1.036E4,5.232E4,3.205E5,0,1,115,,,,,,,,,DETECTED,570.83538,570.83374,570.83923,0.5394,0.5034,0.5744,3.205E5,1.036E4,5.232E4,3.205E5,0.0295,0.9861,0.7102,,,3,1
91,0.551,0.5034,0.6189,242.93811,242.93756,242.93985,3.398E6,1.438E5,8.053E4,3.398E6,2,1,20,,,,,,,,,DETECTED,242.93811,242.93756,242.93985,0.551,0.5034,0.6189,3.398E6,1.438E5,8.053E4,3.398E6,0.0391,1.0423,1.254,2,-0.0284,4,1
93,0.551,0.5034,0.6081,244.93503,244.93423,244.93556,5.038E5,2.277E4,5.64E4,5.038E5,0,1,20,,,,,,,,,DETECTED,244.93503,244.93423,244.93556,0.551,0.5034,0.6081,5.038E5,2.277E4,5.64E4,5.038E5,0.0419,1.0998,1.3577,,,4,1
94,0.551,0.5034,0.6189,258.91546,258.91425,258.91626,1.284E6,6.147E4,6.631E4,1.284E6,1,1,20,,,,,,,,,DETECTED,258.91546,258.91425,258.91626,0.551,0.5034,0.6189,1.284E6,6.147E4,6.631E4,1.284E6,0.0458,1.1022,1.4026,1,-0.0141,4,1
95,0.551,0.5034,0.6081,326.9,326.8989,326.90094,2.105E6,7.674E4,5.041E4,2.105E6,1,1,20,,,,,,,,,DETECTED,326.9,326.8989,326.90094,0.551,0.5034,0.6081,2.105E6,7.674E4,5.041E4,2.105E6,0.0337,1.2121,1.2501,1,-0.0059,5,1
98,0.551,0.5034,0.6081,342.8771,342.8757,342.8786,8.057E5,3.521E4,3.58E4,8.057E5,1,1,20,,,,,,,,,DETECTED,342.8771,342.8757,342.8786,0.551,0.5034,0.6081,8.057E5,3.521E4,3.58E4,8.057E5,0.0444,1.3474,1.4933,1,0.009,4,1
101,0.551,0.517,0.6081,410.86058,410.85892,410.86426,1.499E6,5.148E4,6.475E4,1.499E6,1,1,20,,,,,,,,,DETECTED,410.86058,410.85892,410.86426,0.551,0.517,0.6081,1.499E6,5.148E4,6.475E4,1.499E6,0.0312,1.1663,1.7721,1,0.0073,5,1
103,0.551,0.517,0.5969,412.85773,412.85715,412.85812,4.785E5,1.656E4,5.777E4,4.785E5,0,1,20,,,,,,,,,DETECTED,412.85773,412.85715,412.85812,0.551,0.517,0.5969,4.785E5,1.656E4,5.777E4,4.785E5,0.0315,1.1755,1.7118,,,5,1
104,0.551,0.517,0.6081,426.83719,426.83636,426.83905,6.203E5,2.547E4,6.224E4,6.203E5,0,1,20,,,,,,,,,DETECTED,426.83719,426.83636,426.83905,0.551,0.517,0.6081,6.203E5,2.547E4,6.224E4,6.203E5,0.0398,1.3397,1.9643,,,4,1
107,0.551,0.5284,0.5969,494.82172,494.81912,494.8244,2.192E5,7.571E3,3.394E4,2.192E5,0,1,,,,,,,,,,DETECTED,494.82172,494.81912,494.8244,0.551,0.5284,0.5969,2.192E5,7.571E3,3.394E4,2.192E5,0.0328,1.5169,1.6207,,,4,1
111,0.551,0.517,0.5857,542.81576,542.81458,542.81702,1.727E5,5.304E3,3.555E4,1.727E5,0,1,20,,,,,,,,,DETECTED,542.81576,542.81458,542.81702,0.551,0.517,0.5857,1.727E5,5.304E3,3.555E4,1.727E5,0.0277,1.0114,1.0229,,,4,1
112,0.551,0.517,0.5744,608.79827,608.79626,608.80255,1.301E5,4.031E3,4.149E4,1.301E5,0,1,,,,,,,,,,DETECTED,608.79827,608.79626,608.80255,0.551,0.517,0.5744,1.301E5,4.031E3,4.149E4,1.301E5,0.0313,0.8448,0.6895,,,4,1
115,0.5627,0.5034,0.6404,128.95669,128.95599,128.95728,2.881E6,1.25E5,6.157E4,2.881E6,1,1,137,,,,,,,,,DETECTED,128.95669,128.95599,128.95728,0.5627,0.5034,0.6404,2.881E6,1.25E5,6.157E4,2.881E6,0.0378,1.05,1.2205,1,-0.0095,3,1
119,0.5627,0.517,0.6081,296.88058,296.87842,296.88107,8.717E5,3.422E4,3.798E4,8.717E5,1,1,137,,,,,,,,,DETECTED,296.88058,296.87842,296.88107,0.5627,0.517,0.6081,8.717E5,3.422E4,3.798E4,8.717E5,0.0376,1.1707,1.2156,1,0.0056,3,1
121,0.5627,0.5284,0.6081,380.84172,380.84018,380.84229,4.489E5,1.697E4,4.994E4,4.489E5,0,1,137,,,,,,,,,DETECTED,380.84172,380.84018,380.84229,0.5627,0.5284,0.6081,4.489E5,1.697E4,4.994E4,4.489E5,0.0379,1.1611,1.3679,,,3,1
125,0.5857,0.551,0.6189,638.98758,638.98413,638.99194,3.287E5,1.125E4,4.039E4,3.287E5,0,1,,,,,,,,,,DETECTED,638.98758,638.98413,638.99194,0.5857,0.551,0.6189,3.287E5,1.125E4,4.039E4,3.287E5,0.0344,0.977,1.4051,,,3,1
128,0.5969,0.5284,0.8064,143.03183,143.03056,143.03295,1.627E6,1.137E5,2.657E4,1.627E6,2,1,6,,,,,,,,,DETECTED,143.03183,143.03056,143.03295,0.5969,0.5284,0.8064,1.627E6,1.137E5,2.657E4,1.627E6,0.0511,2.0108,2.2732,2,-0.0252,3,1
129,0.5969,0.5284,0.7506,146.04276,146.04263,146.04326,1.192E6,9.886E4,6.648E4,1.192E6,1,1,6,,,,,,,,,DETECTED,146.04276,146.04263,146.04326,0.5969,0.5284,0.7506,1.192E6,9.886E4,6.648E4,1.192E6,0.07,1.8278,2.5083,1,-0.0022,3,1
130,0.5969,0.5284,0.7506,161.04219,161.04156,161.04238,1.856E6,1.454E5,4.443E4,1.856E6,1,1,6,,,,,,,,,DETECTED,161.04219,161.04156,161.04238,0.5969,0.5284,0.7506,1.856E6,1.454E5,4.443E4,1.856E6,0.0641,2.0816,3.0073,1,-0.0186,4,1
131,0.5969,0.5394,0.6617,181.06827,181.06779,181.06865,5.686E5,3.549E4,9.126E4,5.686E5,0,1,6,,,,,,,,,DETECTED,181.06827,181.06779,181.06865,0.5969,0.5394,0.6617,5.686E5,3.549E4,9.126E4,5.686E5,0.0628,1.0639,0.7998,,,3,1
133,0.5969,0.517,0.795,225.05936,225.05856,225.05978,5.439E6,4.235E5,1.388E5,5.439E6,3,1,6,0,[M+FA]-,3,180.06097,133;168,,,,DETECTED,225.05936,225.05856,225.05978,0.5969,0.517,0.795,5.439E6,4.235E5,1.388E5,5.439E6,0.0789,1.6168,6.5479,3,-0.0502,4,1
135,0.5969,0.517,0.7726,471.07442,471.07056,471.07474,1.341E7,5.499E5,3.652E4,1.341E7,2,1,6,,,,,,,,,DETECTED,471.07442,471.07056,471.07474,0.5969,0.517,0.7726,1.341E7,5.499E5,3.652E4,1.341E7,0.0344,1.3347,1.3301,2,-0.0269,4,1
139,0.6081,0.551,0.685,215.03042,215.03018,215.03174,1.324E6,7.72E4,9.684E4,1.324E6,1,1,6,0,[M+Cl]-,3,180.06097,139;168,,,,DETECTED,215.03042,215.03018,215.03174,0.6081,0.551,0.685,1.324E6,7.72E4,9.684E4,1.324E6,0.0519,1.2985,1.8156,1,-0.0038,2,1
143,0.6081,0.5394,0.685,313.11269,313.11142,313.11502,7.643E5,4.475E4,2.766E4,7.643E5,1,1,6,,,,,,,,,DETECTED,313.11269,313.11142,313.11502,0.6081,0.5394,0.685,7.643E5,4.475E4,2.766E4,7.643E5,0.0503,1.1882,1.1143,1,0.0088,2,1
144,0.6081,0.551,0.6617,329.10745,329.10669,329.1091,3.725E5,2.067E4,3.201E4,3.725E5,0,1,6,,,,,,,,,DETECTED,329.10745,329.10669,329.1091,0.6081,0.551,0.6617,3.725E5,2.067E4,3.201E4,3.725E5,0.0535,1.0664,1.2045,,,2,1
145,0.6081,0.517,0.9282,341.1073,341.10638,341.10779,3.44E7,2.111E6,5.953E4,3.44E7,5,1,6,1,[M-H]-,3,342.11501,183;145;150,,,,DETECTED,341.1073,341.10638,341.10779,0.6081,0.517,0.9282,3.44E7,2.111E6,5.953E4,3.44E7,0.0466,2.0836,2.1897,5,-0.0281,4,1
146,0.6081,0.5394,0.9184,342.11016,342.10837,342.11237,3.252E6,2.042E5,3.948E4,3.252E6,1,1,6,,,,,,,,,DETECTED,342.11016,342.10837,342.11237,0.6081,0.5394,0.9184,3.252E6,2.042E5,3.948E4,3.252E6,0.0462,2.3295,3.0996,1,0.0303,4,1
150,0.6081,0.517,0.9105,387.1136,387.11127,387.11407,1.136E8,7.581E6,2.179E5,1.136E8,7,1,6,1,[M+FA]-,3,342.11501,183;145;150,,,,DETECTED,387.1136,387.11127,387.11407,0.6081,0.517,0.9105,1.136E8,7.581E6,2.179E5,1.136E8,0.0484,2.231,3.0034,7,-0.0531,4,1
151,0.6081,0.5394,0.7506,389.11602,389.11441,389.11975,2.824E6,1.59E5,2.734E4,2.824E6,0,1,6,,,,,,,,,DETECTED,389.11602,389.11441,389.11975,0.6081,0.5394,0.7506,2.824E6,1.59E5,2.734E4,2.824E6,0.0452,2.1332,2.2738,,,4,1
158,0.6189,0.551,0.6617,549.16318,549.16077,549.16498,1.778E6,8.27E4,2.198E4,1.778E6,0,1,6,,,,,,,,,DETECTED,549.16318,549.16077,549.16498,0.6189,0.551,0.6617,1.778E6,8.27E4,2.198E4,1.778E6,0.0408,0.966,1.0474,,,2,1
160,0.6189,0.5744,0.685,683.21639,683.21265,683.21753,2.339E6,6.671E4,5.816E4,2.339E6,1,1,6,,,,,,,,,DETECTED,683.21639,683.21265,683.21753,0.6189,0.5744,0.685,2.339E6,6.671E4,5.816E4,2.339E6,0.0206,1.3957,1.3511,1,-0.0037,3,1
161,0.6299,0.551,0.9184,135.02695,135.02606,135.02716,1.666E7,8.158E5,1.67E5,1.666E7,3,1,6,,,,,,,,,DETECTED,135.02695,135.02606,135.02716,0.6299,0.551,0.9184,1.666E7,8.158E5,1.67E5,1.666E7,0.0374,1.1728,0.9112,3,-0.0482,8,1
162,0.6299,0.5857,1.0043,142.99546,142.99512,142.996,3.406E6,2.457E5,8.49E4,3.406E6,4,1,6,,,,,,,,,DETECTED,142.99546,142.99512,142.996,0.6299,0.5857,1.0043,3.406E6,2.457E5,8.49E4,3.406E6,0.0204,5.0023,10.585,4,-0.0054,2,1
164,0.6299,0.5394,0.9184,149.04242,149.04208,149.04292,5.765E6,2.721E5,5.619E4,5.765E6,3,1,6,,,,,,,,,DETECTED,149.04242,149.04208,149.04292,0.6299,0.5394,0.9184,5.765E6,2.721E5,5.619E4,5.765E6,0.0255,2.079,4.3219,3,-0.007,4,1
165,0.6299,0.5394,0.8064,165.03731,165.03632,165.03752,8.419E6,4.241E5,9.428E4,8.419E6,3,1,6,2,[M-H]-,2,166.04385,165;183,,,,DETECTED,165.03731,165.03632,165.03752,0.6299,0.5394,0.8064,8.419E6,4.241E5,9.428E4,8.419E6,0.0399,1.6963,0.8189,3,-0.0466,3,1
168,0.6299,0.517,0.8407,179.05345,179.05255,179.05386,1.588E7,1.217E6,4.382E4,1.588E7,5,1,6,0,[M-H]-,3,180.06097,133;139;168,,,,DETECTED,179.05345,179.05255,179.05386,0.6299,0.517,0.8407,1.588E7,1.217E6,4.382E4,1.588E7,0.0644,1.1223,0.9524,5,-0.0733,3,1
171,0.6299,0.5284,0.8064,195.04825,195.04747,195.04875,5.696E6,3.271E5,2.723E4,5.696E6,2,1,6,,,,,,,,,DETECTED,195.04825,195.04747,195.04875,0.6299,0.5284,0.8064,5.696E6,3.271E5,2.723E4,5.696E6,0.0442,1.067,0.8484,2,-0.0386,4,1
172,0.6299,0.5627,0.9105,207.0485,207.04813,207.04915,1.029E6,1.157E5,4.425E4,1.029E6,1,,6,,,,,,,,,DETECTED,207.0485,207.04813,207.04915,0.6299,0.5627,0.9105,1.029E6,1.157E5,4.425E4,1.029E6,0.0857,3.0897,6.414,1,0.053,,
173,0.6299,0.5394,0.7175,209.06424,209.06384,209.06554,7.246E5,4.615E4,5.277E4,7.246E5,0,1,6,,,,,,,,,DETECTED,209.06424,209.06384,209.06554,0.6299,0.5394,0.7175,7.246E5,4.615E4,5.277E4,7.246E5,0.0568,1.0317,1.2152,,,2,1
174,0.6299,0.5857,0.6959,219.01208,219.01047,219.01239,2.021E6,7.246E4,8.231E4,2.021E6,1,1,6,,,,,,,,,DETECTED,219.01208,219.01047,219.01239,0.6299,0.5857,0.6959,2.021E6,7.246E4,8.231E4,2.021E6,0.0198,1.5265,2.5032,1,-0.0021,2,1
181,0.6299,0.6081,0.6728,327.05606,327.05423,327.05771,7.385E5,1.932E4,1.302E5,7.385E5,0,1,,,,,,,,,,DETECTED,327.05606,327.05423,327.05771,0.6299,0.6081,0.6728,7.385E5,1.932E4,1.302E5,7.385E5,0.0239,1.4823,1.62,,,2,1
183,0.6299,0.5627,0.8407,377.08445,377.08121,377.0871,1.006E7,4.457E5,3.387E4,1.006E7,2,1,6,1,[M+Cl]-,3,342.11501,145;183;150,,,,DETECTED,377.08445,377.08121,377.0871,0.6299,0.5627,0.8407,1.006E7,4.457E5,3.387E4,1.006E7,0.0414,1.1064,1.0015,2,-0.0307,5,1
186,0.6299,0.5969,0.6507,404.10105,404.10013,404.10208,3.078E5,9.028E3,1.201E5,3.078E5,0,1,,,,,,,,,,DETECTED,404.10105,404.10013,404.10208,0.6299,0.5969,0.6507,3.078E5,9.028E3,1.201E5,3.078E5,0.0299,0.8161,0.6323,,,2,1
187,0.6299,0.5627,0.8657,439.08255,439.07913,439.08533,9.629E6,6.774E5,5.763E4,9.629E6,3,1,6,,,,,,,,,DETECTED,439.08255,439.07913,439.08533,0.6299,0.5627,0.8657,9.629E6,6.774E5,5.763E4,9.629E6,0.0743,2.326,2.832,3,-0.0273,3,1
188,0.6299,0.5969,0.6617,447.13247,447.13021,447.13309,1.233E6,3.4E4,2.028E5,1.233E6,0,1,6,,,,,,,,,DETECTED,447.13247,447.13021,447.13309,0.6299,0.5969,0.6617,1.233E6,3.4E4,2.028E5,1.233E6,0.0255,0.9828,0.7957,,,2,1
190,0.6299,0.5627,0.6959,477.14448,477.14261,477.14557,1.752E7,5.796E5,7.575E4,1.752E7,1,1,6,,,,,,,,,DETECTED,477.14448,477.14261,477.14557,0.6299,0.5627,0.6959,1.752E7,5.796E5,7.575E4,1.752E7,0.031,0.8718,0.5795,1,-0.029,4,1
192,0.6299,0.5969,0.6728,491.15935,491.15796,491.16003,2.111E6,4.826E4,1.829E5,2.111E6,0,1,6,,,,,,,,,DETECTED,491.15935,491.15796,491.16003,0.6299,0.5969,0.6728,2.111E6,4.826E4,1.829E5,2.111E6,0.0175,1.2915,1.4348,,,4,1
193,0.6299,0.5744,0.685,507.15382,507.15234,507.1546,1.987E6,8.04E4,1.113E5,1.987E6,1,1,6,,,,,,,,,DETECTED,507.15382,507.15234,507.1546,0.6299,0.5744,0.685,1.987E6,8.04E4,1.113E5,1.987E6,0.0375,1.0185,0.7868,1,-0.0164,5,1
194,0.6299,0.5857,0.6617,508.15564,508.15454,508.15689,4.121E5,1.414E4,9.643E4,4.121E5,0,1,6,,,,,,,,,DETECTED,508.15564,508.15454,508.15689,0.6299,0.5857,0.6617,4.121E5,1.414E4,9.643E4,4.121E5,0.0378,0.8608,0.7216,,,5,1
195,0.6299,0.5969,0.6617,521.16896,521.16746,521.17017,1.011E6,2.754E4,2.416E5,1.011E6,0,1,6,,,,,,,,,DETECTED,521.16896,521.16746,521.17017,0.6299,0.5969,0.6617,1.011E6,2.754E4,2.416E5,1.011E6,0.0221,0.9828,0.9656,,,3,1
199,0.6507,0.6189,0.9184,133.01169,133.01071,133.01184,1.117E8,9.602E6,3.542E5,1.117E8,5,1,6,,,,,,,,,DETECTED,133.01169,133.01071,133.01184,0.6507,0.6189,0.9184,1.117E8,9.602E6,3.542E5,1.117E8,0.0794,3.9607,7.4541,5,-0.0157,4,1
