id,rt,rt_range:min,rt_range:max,mz,mz_range:min,mz_range:max,height,area,intensity_range:min,intensity_range:max,fragment_scans,charge,feature_group,ion_identities:iin_id,ion_identities:ion_identities,ion_identities:list_size,ion_identities:neutral_mass,ion_identities:partner_row_ids,ion_identities:iin_relationship,ion_identities:consensus_formulas,ion_identities:simple_formulas,datafile:202406251802_PMA_dbgi_003223_01_01.mzML:feature_state,datafile:202406251802_PMA_dbgi_003223_01_01.mzML:mz,datafile:202406251802_PMA_dbgi_003223_01_01.mzML:mz_range:min,datafile:202406251802_PMA_dbgi_003223_01_01.mzML:mz_range:max,datafile:202406251802_PMA_dbgi_003223_01_01.mzML:rt,datafile:202406251802_PMA_dbgi_003223_01_01.mzML:rt_range:min,datafile:202406251802_PMA_dbgi_003223_01_01.mzML:rt_range:max,datafile:202406251802_PMA_dbgi_003223_01_01.mzML:height,datafile:202406251802_PMA_dbgi_003223_01_01.mzML:area,datafile:202406251802_PMA_dbgi_003223_01_01.mzML:intensity_range:min,datafile:202406251802_PMA_dbgi_003223_01_01.mzML:intensity_range:max,datafile:202406251802_PMA_dbgi_003223_01_01.mzML:fwhm,datafile:202406251802_PMA_dbgi_003223_01_01.mzML:tailing_factor,datafile:202406251802_PMA_dbgi_003223_01_01.mzML:asymmetry_factor,datafile:202406251802_PMA_dbgi_003223_01_01.mzML:fragment_scans,datafile:202406251802_PMA_dbgi_003223_01_01.mzML:rt_ms2_apex_distance,datafile:202406251802_PMA_dbgi_003223_01_01.mzML:isotopes,datafile:202406251802_PMA_dbgi_003223_01_01.mzML:charge
39,0.501,0.4667,0.5323,516.89317,516.89197,516.89484,3.077E5,8.711E3,3.441E4,3.077E5,0,1,7,,,,,,,,,DETECTED,516.89317,516.89197,516.89484,0.501,0.4667,0.5323,3.077E5,8.711E3,3.441E4,3.077E5,0.0268,0.956,1.3001,,,4,1
45,0.5125,0.3039,0.5887,146.95809,146.95743,146.95822,4.469E5,3.542E4,1.781E4,4.469E5,1,,7,,,,,,,,,DETECTED,146.95809,146.95743,146.95822,0.5125,0.3039,0.5887,4.469E5,3.542E4,1.781E4,4.469E5,0.0749,0.6882,1.301,1,-0.0075,,
47,0.5125,0.3039,0.6119,158.97601,158.97487,158.97614,1.905E7,1.537E6,1.004E5,1.905E7,3,1,7,,,,,,,,,DETECTED,158.97601,158.97487,158.97614,0.5125,0.3039,0.6119,1.905E7,1.537E6,1.004E5,1.905E7,0.0824,1.2062,1.313,3,-0.0493,5,1
50,0.5125,0.3039,0.601,174.95355,174.95256,174.95378,1.07E7,8.86E5,1.255E5,1.07E7,5,1,7,,,,,,,,,DETECTED,174.95355,174.95256,174.95378,0.5125,0.3039,0.601,1.07E7,8.86E5,1.255E5,1.07E7,0.0786,1.1917,1.3189,5,-0.1564,5,1
58,0.5125,0.4592,0.5887,272.95808,272.95697,272.95819,1.37E7,6.542E5,6.19E4,1.37E7,2,1,7,,,,,,,,,DETECTED,272.95808,272.95697,272.95819,0.5125,0.4592,0.5887,1.37E7,6.542E5,6.19E4,1.37E7,0.0475,0.9883,0.9314,2,-0.031,5,1
62,0.5125,0.4667,0.5672,275.95559,275.95462,275.95651,3.544E5,1.712E4,2.719E4,3.544E5,1,1,7,,,,,,,,,DETECTED,275.95559,275.95462,275.95651,0.5125,0.4667,0.5672,3.544E5,1.712E4,2.719E4,3.544E5,0.0463,0.9943,0.8988,1,0.006,5,1
63,0.5125,0.4592,0.5887,288.9354,288.93439,288.93552,6.709E6,3.392E5,4.953E4,6.709E6,2,1,7,,,,,,,,,DETECTED,288.9354,288.93439,288.93552,0.5125,0.4592,0.5887,6.709E6,3.392E5,4.953E4,6.709E6,0.0523,1.0554,0.9944,2,-0.0294,5,1
65,0.5125,0.4592,0.5672,290.93222,290.9317,290.9339,6.8E5,3.268E4,1.674E4,6.8E5,0,1,7,,,,,,,,,DETECTED,290.93222,290.9317,290.9339,0.5125,0.4592,0.5672,6.8E5,3.268E4,1.674E4,6.8E5,0.0462,1.0245,1.0344,,,5,1
68,0.5125,0.4592,0.5779,304.91163,304.90829,304.91315,8.238E5,4.271E4,2.666E4,8.238E5,1,1,7,,,,,,,,,DETECTED,304.91163,304.90829,304.91315,0.5125,0.4592,0.5779,8.238E5,4.271E4,2.666E4,8.238E5,0.0537,1.054,0.9997,1,-0.0277,5,1
77,0.5211,0.3039,0.544,178.97464,178.97414,178.97479,1.366E6,1.049E5,1.33E5,1.366E6,5,1,,,,,,,,,,DETECTED,178.97464,178.97414,178.97479,0.5211,0.3039,0.544,1.366E6,1.049E5,1.33E5,1.366E6,0.0176,0.5526,0.1052,5,-0.2149,3,1
81,0.5211,0.4774,0.544,231.92899,231.9285,231.92924,4.552E5,1.758E4,5.109E4,4.552E5,1,1,7,,,,,,,,,DETECTED,231.92899,231.9285,231.92924,0.5211,0.4774,0.544,4.552E5,1.758E4,5.109E4,4.552E5,0.0367,0.7613,0.5227,1,-0.0128,6,1
83,0.5211,0.4667,0.5672,244.96129,244.95912,244.96162,5.317E5,2.423E4,3.639E4,5.317E5,1,1,7,,,,,,,,,DETECTED,244.96129,244.95912,244.96162,0.5211,0.4667,0.5672,5.317E5,2.423E4,3.639E4,5.317E5,0.0439,0.833,0.6792,1,-0.0145,3,1
85,0.5211,0.4667,0.5672,356.92002,356.91788,356.92206,3.271E5,1.858E4,6.287E4,3.271E5,0,1,7,,,,,,,,,DETECTED,356.92002,356.91788,356.92206,0.5211,0.4667,0.5672,3.271E5,1.858E4,6.287E4,3.271E5,0.0662,0.9237,0.707,,,3,1
88,0.5211,0.501,0.5556,554.85838,554.85748,554.86108,1.569E5,4.564E3,5.495E4,1.569E5,0,1,,,,,,,,,,DETECTED,554.85838,554.85748,554.86108,0.5211,0.501,0.5556,1.569E5,4.564E3,5.495E4,1.569E5,0.0289,1.3595,1.7191,,,3,1
93,0.5323,0.4944,0.5779,372.89641,372.89572,372.89835,3.778E5,1.469E4,3.177E4,3.778E5,0,1,,,,,,,,,,DETECTED,372.89641,372.89572,372.89835,0.5323,0.4944,0.5779,3.778E5,1.469E4,3.177E4,3.778E5,0.0392,0.9863,1.0341,,,3,1
95,0.5323,0.501,0.5779,440.87917,440.87811,440.87955,1.028E6,3.233E4,8.356E4,1.028E6,1,1,114,,,,,,,,,DETECTED,440.87917,440.87811,440.87955,0.5323,0.501,0.5779,1.028E6,3.233E4,8.356E4,1.028E6,0.0302,1.0783,1.5963,1,-0.0028,5,1
97,0.5323,0.501,0.5779,442.87626,442.87335,442.8783,4.349E5,1.285E4,4.304E4,4.349E5,0,1,114,,,,,,,,,DETECTED,442.87626,442.87335,442.8783,0.5323,0.501,0.5779,4.349E5,1.285E4,4.304E4,4.349E5,0.0275,1.5904,1.7636,,,5,1
99,0.5323,0.5125,0.5672,472.83356,472.83221,472.83597,9.504E4,2.971E3,4.491E4,9.504E4,0,1,,,,,,,,,,DETECTED,472.83356,472.83221,472.83597,0.5323,0.5125,0.5672,9.504E4,2.971E3,4.491E4,9.504E4,0.0332,1.3805,1.7609,,,2,1
101,0.5323,0.5125,0.5779,540.81495,540.81128,540.81683,1.955E5,6.418E3,2.938E4,1.955E5,0,1,51,,,,,,,,,DETECTED,540.81495,540.81128,540.81683,0.5323,0.5125,0.5779,1.955E5,6.418E3,2.938E4,1.955E5,0.0306,1.6511,1.8628,,,3,1
103,0.544,0.4878,0.5887,242.93816,242.93713,242.9406,3.352E6,1.349E5,1.341E5,3.352E6,1,1,51,,,,,,,,,DETECTED,242.93816,242.93713,242.9406,0.544,0.4878,0.5887,3.352E6,1.349E5,1.341E5,3.352E6,0.0375,0.9158,0.9741,1,-0.0177,4,1
105,0.544,0.501,0.5887,244.93498,244.93404,244.93529,4.722E5,1.916E4,5.941E4,4.722E5,0,1,51,,,,,,,,,DETECTED,244.93498,244.93404,244.93529,0.544,0.501,0.5887,4.722E5,1.916E4,5.941E4,4.722E5,0.0388,1.0208,1.0948,,,4,1
106,0.544,0.501,0.5887,258.91529,258.914,258.91547,6.293E5,2.706E4,9.747E4,6.293E5,1,1,51,,,,,,,,,DETECTED,258.91529,258.914,258.91547,0.544,0.501,0.5887,6.293E5,2.706E4,9.747E4,6.293E5,0.0414,1.0208,1.1242,1,0.0056,2,1
107,0.544,0.501,0.5887,326.90019,326.89957,326.90118,1.949E6,6.888E4,7.92E4,1.949E6,1,1,51,,,,,,,,,DETECTED,326.90019,326.89957,326.90118,0.544,0.501,0.5887,1.949E6,6.888E4,7.92E4,1.949E6,0.0378,1.0718,1.1456,1,-0.0077,5,1
109,0.544,0.5125,0.5887,342.87712,342.87479,342.8793,4.175E5,1.557E4,7.001E4,4.175E5,1,1,51,,,,,,,,,DETECTED,342.87712,342.87479,342.8793,0.544,0.5125,0.5887,4.175E5,1.557E4,7.001E4,4.175E5,0.0378,1.2114,1.2129,1,0.014,2,1
110,0.544,0.5125,0.5887,410.86003,410.85928,410.86053,1.333E6,4.505E4,8.604E4,1.333E6,1,1,51,,,,,,,,,DETECTED,410.86003,410.85928,410.86053,0.544,0.5125,0.5887,1.333E6,4.505E4,8.604E4,1.333E6,0.032,1.0516,1.4111,1,-0.0027,5,1
113,0.5556,0.501,0.601,128.95662,128.95605,128.95691,2.776E6,9.622E4,7.804E4,2.776E6,1,1,108,,,,,,,,,DETECTED,128.95662,128.95605,128.95691,0.5556,0.501,0.601,2.776E6,9.622E4,7.804E4,2.776E6,0.0361,0.9166,0.8813,1,-0.0161,2,1
117,0.5556,0.5125,0.5887,296.8806,296.879,296.88104,9.435E5,2.879E4,3.362E4,9.435E5,1,1,108,,,,,,,,,DETECTED,296.8806,296.879,296.88104,0.5556,0.5125,0.5887,9.435E5,2.879E4,3.362E4,9.435E5,0.0309,0.9915,0.7995,1,-0.0044,3,1
118,0.5556,0.5211,0.5887,380.84203,380.84143,380.84247,4.9E5,1.375E4,6.328E4,4.9E5,1,1,108,,,,,,,,,DETECTED,380.84203,380.84143,380.84247,0.5556,0.5211,0.5887,4.9E5,1.375E4,6.328E4,4.9E5,0.0276,0.9783,0.9082,1,0.0089,3,1
123,0.5556,0.5211,0.5779,578.78127,578.78027,578.78308,1.383E5,3.674E3,4.021E4,1.383E5,0,1,,,,,,,,,,DETECTED,578.78127,578.78027,578.78308,0.5556,0.5211,0.5779,1.383E5,3.674E3,4.021E4,1.383E5,0.0258,0.8231,0.6462,,,3,1
127,0.5779,0.5125,0.7628,225.05955,225.05919,225.05995,2.437E7,2.141E6,8.265E5,2.437E7,4,1,,,,,,,,,,DETECTED,225.05955,225.05919,225.05995,0.5779,0.5125,0.7628,2.437E7,2.141E6,8.265E5,2.437E7,0.065,2.0993,2.5035,4,-0.0501,4,1
129,0.5779,0.5556,0.6744,275.01527,275.01374,275.01593,1.522E6,5.223E4,1.295E5,1.522E6,1,1,,,,,,,,,,DETECTED,275.01527,275.01374,275.01593,0.5779,0.5556,0.6744,1.522E6,5.223E4,1.295E5,1.522E6,0.0232,2.9237,3.2151,1,-0.0022,4,1
132,0.5779,0.5556,0.7295,371.11712,371.1153,371.11935,6.732E5,4.477E4,4.308E4,6.732E5,0,1,38,,,,,,,,,DETECTED,371.11712,371.1153,371.11935,0.5779,0.5556,0.7295,6.732E5,4.477E4,4.308E4,6.732E5,0.0501,3.8518,11.0383,,,2,1
134,0.5779,0.5211,0.6744,471.0736,471.06976,471.07471,7.193E6,2.178E5,8.462E4,7.193E6,1,1,,,,,,,,,,DETECTED,471.0736,471.06976,471.07471,0.5779,0.5211,0.6744,7.193E6,2.178E5,8.462E4,7.193E6,0.0209,2.075,2.0204,1,-0.0084,2,1
138,0.5887,0.5211,0.8323,146.04272,146.04257,146.04315,1.541E6,1.584E5,7.081E4,1.541E6,1,,38,,,,,,,,,DETECTED,146.04272,146.04257,146.04315,0.5887,0.5211,0.8323,1.541E6,1.584E5,7.081E4,1.541E6,0.077,2.5255,82.0764,1,-0.0291,,
140,0.5887,0.5211,0.6744,341.10706,341.10629,341.10834,1.515E7,1.062E6,9.058E4,1.515E7,2,1,38,0,[M-H]-,2,342.11462,140;143,,,,DETECTED,341.10706,341.10629,341.10834,0.5887,0.5211,0.6744,1.515E7,1.062E6,9.058E4,1.515E7,0.0616,1.8695,3.0141,2,-0.0146,3,1
143,0.5887,0.5211,0.6744,387.11311,387.11182,387.11371,5.39E7,4.06E6,4.969E4,5.39E7,2,1,38,0,[M+FA]-,2,342.11462,140;143,,,,DETECTED,387.11311,387.11182,387.11371,0.5887,0.5211,0.6744,5.39E7,4.06E6,4.969E4,5.39E7,0.0788,1.8604,2.9618,2,-0.0357,5,1
144,0.5887,0.544,0.8084,389.11615,389.11487,389.11853,1.132E6,1.368E5,3.378E4,1.132E6,0,1,38,,,,,,,,,DETECTED,389.11615,389.11487,389.11853,0.5887,0.544,0.8084,1.132E6,1.368E5,3.378E4,1.132E6,0.1182,3.942,7.7879,,,5,1
147,0.5887,0.5556,0.6971,523.04346,523.04083,523.04742,7.096E5,5.276E4,1.222E5,7.096E5,1,1,38,,,,,,,,,DETECTED,523.04346,523.04083,523.04742,0.5887,0.5556,0.6971,7.096E5,5.276E4,1.222E5,7.096E5,0.0754,2.141,4.7904,1,0.0163,2,1
148,0.601,0.5211,0.6744,215.03028,215.02974,215.03076,1.112E6,6.218E4,3.435E4,1.112E6,1,1,38,,,,,,,,,DETECTED,215.03028,215.02974,215.03076,0.601,0.5211,0.6744,1.112E6,6.218E4,3.435E4,1.112E6,0.0491,1.184,1.522,1,-0.0036,2,1
154,0.6119,0.5556,0.8323,377.08425,377.08209,377.08487,1.538E7,8.175E5,1.125E5,1.538E7,3,1,38,,,,,,,,,DETECTED,377.08425,377.08209,377.08487,0.6119,0.5556,0.8323,1.538E7,8.175E5,1.125E5,1.538E7,0.0327,2.0355,2.5393,3,-0.0253,4,1
155,0.6119,0.5556,0.8323,379.08142,379.0795,379.08325,3.836E6,2.198E5,3.282E4,3.836E6,0,1,38,,,,,,,,,DETECTED,379.08142,379.0795,379.08325,0.6119,0.5556,0.8323,3.836E6,2.198E5,3.282E4,3.836E6,0.0357,2.0143,2.7132,,,4,1
157,0.6119,0.5672,0.7968,447.1316,447.12717,447.13388,7.454E5,5.967E4,4.121E4,7.454E5,0,1,38,,,,,,,,,DETECTED,447.1316,447.12717,447.13388,0.6119,0.5672,0.7968,7.454E5,5.967E4,4.121E4,7.454E5,0.0497,3.5312,4.082,,,2,1
158,0.6119,0.5556,0.8084,477.1433,477.13928,477.14474,2.01E6,1.172E5,2.621E4,2.01E6,1,1,38,,,,,,,,,DETECTED,477.1433,477.13928,477.14474,0.6119,0.5556,0.8084,2.01E6,1.172E5,2.621E4,2.01E6,0.0374,2.0027,2.5484,1,-0.0128,3,1
159,0.6119,0.5672,0.7188,488.16042,488.15753,488.16455,8.231E5,5.104E4,1.212E5,8.231E5,1,1,38,,,,,,,,,DETECTED,488.16042,488.15753,488.16455,0.6119,0.5672,0.7188,8.231E5,5.104E4,1.212E5,8.231E5,0.0426,1.6966,2.2988,1,0.004,2,1
160,0.6119,0.5672,0.8323,507.15322,507.14941,507.1568,2.842E6,1.712E5,1.906E4,2.842E6,2,1,38,,,,,,,,,DETECTED,507.15322,507.14941,507.1568,0.6119,0.5672,0.8323,2.842E6,1.712E5,1.906E4,2.842E6,0.0411,1.8681,2.6837,2,-0.0162,4,1
161,0.6119,0.5556,0.8582,533.17103,533.16742,533.17145,5.453E7,3.792E6,1.956E5,5.453E7,4,1,38,,,,,,,,,DETECTED,533.17103,533.16742,533.17145,0.6119,0.5556,0.8582,5.453E7,3.792E6,1.956E5,5.453E7,0.0737,2.2271,3.2475,4,-0.0287,5,1
165,0.6119,0.5672,0.741,537.1615,537.15839,537.16461,8.096E5,5.939E4,5.201E4,8.096E5,1,1,38,,,,,,,,,DETECTED,537.1615,537.15839,537.16461,0.6119,0.5672,0.741,8.096E5,5.939E4,5.201E4,8.096E5,0.056,1.8622,2.942,1,0.009,2,1
169,0.623,0.544,0.8084,135.02649,135.02606,135.02684,2.889E6,2.37E5,9.824E4,2.889E6,3,1,38,,,,,,,,,DETECTED,135.02649,135.02606,135.02684,0.623,0.544,0.8084,2.889E6,2.37E5,9.824E4,2.889E6,0.0588,1.8028,1.8739,3,-0.029,3,1
171,0.623,0.5323,0.9967,165.03743,165.03693,165.03778,1.389E7,1.22E6,1.266E5,1.389E7,7,1,38,,,,,,,,,DETECTED,165.03743,165.03693,165.03778,0.623,0.5323,0.9967,1.389E7,1.22E6,1.266E5,1.389E7,0.0625,1.6317,1.5694,7,-0.0601,4,1
172,0.623,0.5125,0.8912,179.05316,179.0528,179.05377,7.912E6,1.169E6,1.61E5,7.912E6,6,1,38,,,,,,,,,DETECTED,179.05316,179.0528,179.05377,0.623,0.5125,0.8912,7.912E6,1.169E6,1.61E5,7.912E6,0.1433,1.8116,1.8467,6,-0.085,2,1
174,0.623,0.5556,0.8084,191.0537,191.05212,191.05391,1.049E8,1.052E7,1.143E5,1.049E8,4,1,38,1,[M-H]-,2,192.06089,182;174,,,,DETECTED,191.0537,191.05212,191.05391,0.623,0.5556,0.8084,1.049E8,1.052E7,1.143E5,1.049E8,0.1102,2.2856,3.0689,4,-0.0506,7,1
177,0.623,0.5556,0.8323,192.05621,192.0553,192.05638,6.956E6,6.05E5,2.745E5,6.956E6,1,1,38,,,,,,,,,DETECTED,192.05621,192.0553,192.05638,0.623,0.5556,0.8323,6.956E6,6.05E5,2.745E5,6.956E6,0.0531,2.2356,2.7243,1,0.1694,8,1
180,0.623,0.5323,0.8582,195.04838,195.0477,195.04858,1.173E7,1.027E6,2.234E5,1.173E7,3,1,38,2,[M-2H+Na]-,2,174.07393,180;186,,,,DETECTED,195.04838,195.0477,195.04858,0.623,0.5323,0.8582,1.173E7,1.027E6,2.234E5,1.173E7,0.0903,1.3207,1.4532,3,-0.0617,7,1
182,0.623,0.544,0.8202,237.059,237.05853,237.05991,9.929E5,9.064E4,3.048E4,9.929E5,1,1,38,1,[M+FA]-,2,192.06089,182;174,,,,DETECTED,237.059,237.05853,237.05991,0.623,0.544,0.8202,9.929E5,9.064E4,3.048E4,9.929E5,0.0691,1.8535,2.177,1,-0.0054,2,1
185,0.623,0.544,0.8912,289.03115,289.03061,289.03323,2.867E6,2.54E5,3.827E4,2.867E6,3,1,38,,,,,,,,,DETECTED,289.03115,289.03061,289.03323,0.623,0.544,0.8912,2.867E6,2.54E5,3.827E4,2.867E6,0.0673,2.1818,2.931,3,-0.0148,2,1
186,0.623,0.5779,0.7523,383.11768,383.11676,383.12057,4.626E6,2.299E5,1.324E5,4.626E6,2,1,38,2,[2M+Cl]-,2,174.07393,180;186,,,,DETECTED,383.11768,383.11676,383.12057,0.623,0.5779,0.7523,4.626E6,2.299E5,1.324E5,4.626E6,0.0848,2.0603,2.8251,2,-0.0131,7,1
189,0.623,0.5556,0.9267,439.08392,439.08093,439.0845,3.929E7,3.417E6,2.183E5,3.929E7,6,1,38,,,,,,,,,DETECTED,439.08392,439.08093,439.0845,0.623,0.5556,0.9267,3.929E7,3.417E6,2.183E5,3.929E7,0.0688,2.2733,3.5605,6,-0.0381,4,1
192,0.633,0.5323,0.9159,149.04235,149.04195,149.04274,9.774E5,1.502E5,3.616E4,9.774E5,2,,38,,,,,,,,,DETECTED,149.04235,149.04195,149.04274,0.633,0.5323,0.9159,9.774E5,1.502E5,3.616E4,9.774E5,0.117,2.1958,3.1163,2,0.0085,,
194,0.633,0.5887,0.7523,226.99367,226.99261,226.99396,1.718E6,1.315E5,2.092E5,1.718E6,3,1,38,,,,,,,,,DETECTED,226.99367,226.99261,226.99396,0.633,0.5887,0.7523,1.718E6,1.315E5,2.092E5,1.718E6,0.06,1.8448,3.6539,3,-0.0138,3,1
196,0.633,0.5887,0.7851,521.16864,521.16589,521.17047,5.165E5,4.793E4,4.139E4,5.165E5,0,1,38,,,,,,,,,DETECTED,521.16864,521.16589,521.17047,0.633,0.5887,0.7851,5.165E5,4.793E4,4.139E4,5.165E5,0.0709,2.2364,2.9369,,,2,1
199,0.6435,0.623,0.7295,337.07611,337.07556,337.0769,1.736E6,9.612E4,4.396E5,1.736E6,1,1,,,,,,,,,,DETECTED,337.07611,337.07556,337.0769,0.6435,0.623,0.7295,1.736E6,9.612E4,4.396E5,1.736E6,0.0408,2.5997,4.1994,1,0.0076,2,1
200,0.6637,0.601,1.261,133.01169,133.01024,133.01183,6.519E7,8.753E6,2.066E5,6.519E7,11,1,38,,,,,,,,,DETECTED,133.01169,133.01024,133.01183,0.6637,0.601,1.261,6.519E7,8.753E6,2.066E5,6.519E7,0.1231,2.6662,4.0009,11,-0.036,4,1
205,0.6637,0.5556,0.9538,207.04853,207.04799,207.0499,6.951E5,1.234E5,2.952E4,6.951E5,2,,38,,,,,,,,,DETECTED,207.04853,207.04799,207.0499,0.6637,0.5556,0.9538,6.951E5,1.234E5,2.952E4,6.951E5,0.1449,2.0234,3.6407,2,0.0194,,
206,0.6637,0.601,1.261,270.98402,270.98306,270.98505,9.4E5,1.404E5,1.02E4,9.4E5,2,,38,,,,,,,,,DETECTED,270.98402,270.98306,270.98505,0.6637,0.601,1.261,9.4E5,1.404E5,1.02E4,9.4E5,0.1704,2.7171,3.6069,2,0.0178,,
209,0.6637,0.5887,0.9538,383.08269,383.0809,383.08304,1.272E7,1.304E6,1.453E5,1.272E7,5,1,38,,,,,,,,,DETECTED,383.08269,383.0809,383.08304,0.6637,0.5887,0.9538,1.272E7,1.304E6,1.453E5,1.272E7,0.0935,1.714,2.0584,5,-0.0571,8,1
211,0.6637,0.5887,0.8582,459.04176,459.0383,459.04459,8.218E5,1.14E5,1.164E5,8.218E5,2,1,38,,,,,,,,,DETECTED,459.04176,459.0383,459.04459,0.6637,0.5887,0.8582,8.218E5,1.14E5,1.164E5,8.218E5,0.1591,1.7968,2.5726,2,0.0211,3,1
212,0.6637,0.6119,0.9267,475.12809,475.12543,475.1297,3.515E6,3.085E5,2.685E4,3.515E6,3,1,38,,,,,,,,,DETECTED,475.12809,475.12543,475.1297,0.6637,0.6119,0.9267,3.515E6,3.085E5,2.685E4,3.515E6,0.0826,1.8929,3.1341,3,-0.0238,2,1
213,0.6637,0.6119,0.8582,515.15928,515.15869,515.16425,1.024E6,1.173E5,1.842E4,1.024E6,1,1,38,,,,,,,,,DETECTED,515.15928,515.15869,515.16425,0.6637,0.6119,0.8582,1.024E6,1.173E5,1.842E4,1.024E6,0.119,2.0509,2.6071,1,0.0715,2,1
216,0.6869,0.5556,1.0265,129.0161,129.01582,129.01628,4.92E5,1.24E5,3.841E4,4.92E5,3,1,38,,,,,,,,,DETECTED,129.0161,129.01582,129.01628,0.6869,0.5556,1.0265,4.92E5,1.24E5,3.841E4,4.92E5,0.2725,1.7914,3.1765,3,0.0404,4,1
218,0.6869,0.6119,0.9877,134.01412,134.01373,134.01483,1.907E6,2.415E5,3.196E4,1.907E6,3,1,38,,,,,,,,,DETECTED,134.01412,134.01373,134.01483,0.6869,0.6119,0.9877,1.907E6,2.415E5,3.196E4,1.907E6,0.118,1.7435,2.1849,3,-0.0315,5,1
