id,rt,rt_range:min,rt_range:max,mz,mz_range:min,mz_range:max,height,area,intensity_range:min,intensity_range:max,fragment_scans,charge,feature_group,ion_identities:iin_id,ion_identities:ion_identities,ion_identities:list_size,ion_identities:neutral_mass,ion_identities:partner_row_ids,ion_identities:iin_relationship,ion_identities:consensus_formulas,ion_identities:simple_formulas,datafile:202406251802_PMA_dbgi_003140_01_01.mzML:feature_state,datafile:202406251802_PMA_dbgi_003140_01_01.mzML:mz,datafile:202406251802_PMA_dbgi_003140_01_01.mzML:mz_range:min,datafile:202406251802_PMA_dbgi_003140_01_01.mzML:mz_range:max,datafile:202406251802_PMA_dbgi_003140_01_01.mzML:rt,datafile:202406251802_PMA_dbgi_003140_01_01.mzML:rt_range:min,datafile:202406251802_PMA_dbgi_003140_01_01.mzML:rt_range:max,datafile:202406251802_PMA_dbgi_003140_01_01.mzML:height,datafile:202406251802_PMA_dbgi_003140_01_01.mzML:area,datafile:202406251802_PMA_dbgi_003140_01_01.mzML:intensity_range:min,datafile:202406251802_PMA_dbgi_003140_01_01.mzML:intensity_range:max,datafile:202406251802_PMA_dbgi_003140_01_01.mzML:fwhm,datafile:202406251802_PMA_dbgi_003140_01_01.mzML:tailing_factor,datafile:202406251802_PMA_dbgi_003140_01_01.mzML:asymmetry_factor,datafile:202406251802_PMA_dbgi_003140_01_01.mzML:fragment_scans,datafile:202406251802_PMA_dbgi_003140_01_01.mzML:rt_ms2_apex_distance,datafile:202406251802_PMA_dbgi_003140_01_01.mzML:isotopes,datafile:202406251802_PMA_dbgi_003140_01_01.mzML:charge
134,0.5793,0.5435,0.6348,180.92755,180.92712,180.92788,5.415E5,2.447E4,9.547E4,5.415E5,1,1,0,,,,,,,,,DETECTED,180.92755,180.92712,180.92788,0.5793,0.5435,0.6348,5.415E5,2.447E4,9.547E4,5.415E5,0.0564,1.2742,1.412,1,0.0156,3,1
136,0.5793,0.5067,0.7833,225.05957,225.05882,225.05995,3.713E6,3.172E5,7.145E4,3.713E6,3,1,0,0,[M+FA]-,2,180.06104,151;136,,,,DETECTED,225.05957,225.05882,225.05995,0.5793,0.5067,0.7833,3.713E6,3.172E5,7.145E4,3.713E6,0.0638,2.2582,2.4887,3,-0.0269,3,1
140,0.5793,0.5316,0.6348,471.07377,471.07086,471.07602,9.431E5,4.049E4,3.096E4,9.431E5,1,1,0,,,,,,,,,DETECTED,471.07377,471.07086,471.07602,0.5793,0.5316,0.6348,9.431E5,4.049E4,3.096E4,9.431E5,0.0423,1.6544,2.497,1,0.0056,3,1
142,0.591,0.5316,0.7833,143.03202,143.03076,143.0329,1.242E6,9.324E4,2.464E4,1.242E6,1,1,0,,,,,,,,,DETECTED,143.03202,143.03076,143.0329,0.591,0.5316,0.7833,1.242E6,9.324E4,2.464E4,1.242E6,0.0534,1.8825,2.2587,1,-0.0267,3,1
144,0.591,0.5316,0.8541,161.04245,161.04131,161.04285,1.252E6,1.101E5,2.519E4,1.252E6,1,1,0,,,,,,,,,DETECTED,161.04245,161.04131,161.04285,0.591,0.5316,0.8541,1.252E6,1.101E5,2.519E4,1.252E6,0.053,2.7468,3.0587,1,-0.0284,4,1
145,0.591,0.5553,0.6348,188.97769,188.97748,188.97784,3.835E5,1.415E4,2.222E4,3.835E5,1,,,,,,,,,,,DETECTED,188.97769,188.97748,188.97784,0.591,0.5553,0.6348,3.835E5,1.415E4,2.222E4,3.835E5,0.0391,1.4221,1.9227,1,0.0152,,
151,0.6022,0.5203,0.8295,179.05344,179.05252,179.05389,1.03E7,7.92E5,1.405E5,1.03E7,5,1,0,0,[M-H]-,2,180.06104,151;136,,,,DETECTED,179.05344,179.05252,179.05389,0.6022,0.5203,0.8295,1.03E7,7.92E5,1.405E5,1.03E7,0.0561,1.747,1.6196,5,-0.0515,3,1
152,0.6022,0.5316,0.762,215.03079,215.02983,215.032,1.823E7,7.421E5,2.415E4,1.823E7,3,1,25,,,,,,,,,DETECTED,215.03079,215.02983,215.032,0.6022,0.5316,0.762,1.823E7,7.421E5,2.415E4,1.823E7,0.0325,1.3487,1.3058,3,-0.0293,5,1
154,0.6022,0.5435,0.7123,217.02766,217.02574,217.02794,5.589E6,2.14E5,5.759E4,5.589E6,0,1,25,,,,,,,,,DETECTED,217.02766,217.02574,217.02794,0.6022,0.5435,0.7123,5.589E6,2.14E5,5.759E4,5.589E6,0.0308,1.3543,1.3699,,,5,1
156,0.6022,0.5673,0.6787,248.99921,248.99763,249.00034,6.952E5,2.896E4,1.358E4,6.952E5,1,,25,,,,,,,,,DETECTED,248.99921,248.99763,249.00034,0.6022,0.5673,0.6787,6.952E5,2.896E4,1.358E4,6.952E5,0.035,2.0871,2.9476,1,0.0073,,
157,0.6022,0.5553,0.7234,285.08151,285.08078,285.08249,5.163E6,1.413E5,1.347E4,5.163E6,1,1,25,,,,,,,,,DETECTED,285.08151,285.08078,285.08249,0.6022,0.5553,0.7234,5.163E6,1.413E5,1.347E4,5.163E6,0.0252,1.2206,1.3781,1,-0.0057,3,1
160,0.6022,0.5553,0.8614,341.10725,341.10519,341.10831,1.812E6,1.716E5,2.962E4,1.812E6,4,1,25,1,[M-H]-,3,342.11478,161;160;178,,,,DETECTED,341.10725,341.10519,341.10831,0.6022,0.5553,0.8614,1.812E6,1.716E5,2.962E4,1.812E6,0.0545,3.128,5.9997,4,-0.0156,3,1
161,0.6022,0.5553,0.8541,387.11297,387.11182,387.11511,8.451E6,6.885E5,9.096E4,8.451E6,5,1,25,1,[M+FA]-,3,342.11478,161;160,,,,DETECTED,387.11297,387.11182,387.11511,0.6022,0.5553,0.8541,8.451E6,6.885E5,9.096E4,8.451E6,0.0529,3.2274,5.1153,5,-0.0276,2,1
163,0.6135,0.5435,0.762,135.02706,135.02583,135.02731,7.005E6,2.826E5,7.061E4,7.005E6,2,1,25,,,,,,,,,DETECTED,135.02706,135.02583,135.02731,0.6135,0.5435,0.762,7.005E6,2.826E5,7.061E4,7.005E6,0.0284,1.2669,1.0432,2,-0.0372,5,1
164,0.6135,0.5793,0.7014,142.99542,142.99513,142.99622,9.469E5,5.891E4,4.677E4,9.469E5,1,,,,,,,,,,,DETECTED,142.99542,142.99513,142.99622,0.6135,0.5793,0.7014,9.469E5,5.891E4,4.677E4,9.469E5,0.0687,2.4542,4.2761,1,0.0409,,
166,0.6135,0.5316,0.8144,165.03721,165.03577,165.03752,3.17E6,1.459E5,2.683E4,3.17E6,1,1,25,2,[M-H]-,2,166.04381,166;178,,,,DETECTED,165.03721,165.03577,165.03752,0.6135,0.5316,0.8144,3.17E6,1.459E5,2.683E4,3.17E6,0.0302,1.2831,1.2494,1,-0.0252,5,1
168,0.6135,0.5316,0.8345,195.04895,195.04829,195.04909,5.49E7,3.848E6,1.817E4,5.49E7,5,1,25,,,,,,,,,DETECTED,195.04895,195.04829,195.04909,0.6135,0.5316,0.8345,5.49E7,3.848E6,1.817E4,5.49E7,0.0438,1.4945,1.7146,5,-0.0559,3,1
171,0.6135,0.5316,0.8757,196.05154,196.05112,196.05286,3.085E6,1.813E5,4.621E4,3.085E6,1,1,25,,,,,,,,,DETECTED,196.05154,196.05112,196.05286,0.6135,0.5316,0.8757,3.085E6,1.813E5,4.621E4,3.085E6,0.0371,1.8455,1.699,1,0.0283,3,1
175,0.6135,0.5435,0.8345,277.03096,277.02972,277.03174,1.757E6,1.127E5,4.494E4,1.757E6,1,1,25,,,,,,,,,DETECTED,277.03096,277.02972,277.03174,0.6135,0.5435,0.8345,1.757E6,1.127E5,4.494E4,1.757E6,0.0423,2.1667,2.7218,1,-0.0136,4,1
176,0.6135,0.591,0.6906,279.03448,279.03391,279.03531,6.87E5,1.659E4,7.477E4,6.87E5,0,1,,,,,,,,,,DETECTED,279.03448,279.03391,279.03531,0.6135,0.591,0.6906,6.87E5,1.659E4,7.477E4,6.87E5,0.015,2.2118,6.3207,,,4,1
177,0.6135,0.591,0.8757,297.04468,297.04269,297.04553,1.796E6,7.723E4,3.072E4,1.796E6,1,1,25,,,,,,,,,DETECTED,297.04468,297.04269,297.04553,0.6135,0.591,0.8757,1.796E6,7.723E4,3.072E4,1.796E6,0.0231,4.6293,10.5079,1,0.0084,2,1
178,0.6135,0.5553,0.775,377.08446,377.08228,377.08524,9.645E6,3.628E5,5.203E4,9.645E6,2,1,25,1,[M+Cl]-,3,342.11478,160;178,,,,DETECTED,377.08446,377.08228,377.08524,0.6135,0.5553,0.775,9.645E6,3.628E5,5.203E4,9.645E6,0.034,1.4962,1.7836,2,-0.0153,5,1
180,0.6135,0.5673,0.8144,447.13377,447.13062,447.13443,6.917E6,2.058E5,3.698E4,6.917E6,2,1,25,,,,,,,,,DETECTED,447.13377,447.13062,447.13443,0.6135,0.5673,0.8144,6.917E6,2.058E5,3.698E4,6.917E6,0.0197,2.2163,2.0091,2,-0.009,3,1
185,0.6241,0.5435,0.9036,209.06432,209.06371,209.06523,1.237E6,8.186E4,3.02E4,1.237E6,1,1,25,,,,,,,,,DETECTED,209.06432,209.06371,209.06523,0.6241,0.5435,0.9036,1.237E6,8.186E4,3.02E4,1.237E6,0.0367,2.4171,4.8414,1,0.0087,2,1
186,0.6241,0.591,0.762,226.99403,226.99281,226.9944,3.614E6,1.668E5,1.637E5,3.614E6,2,1,25,,,,,,,,,DETECTED,226.99403,226.99281,226.9944,0.6241,0.591,0.762,3.614E6,1.668E5,1.637E5,3.614E6,0.0311,2.3433,3.3694,2,-0.0129,3,1
189,0.6241,0.5553,0.7014,439.07896,439.07663,439.08441,5.427E6,3.344E5,1.477E4,5.427E6,2,1,25,,,,,,,,,DETECTED,439.07896,439.07663,439.08441,0.6241,0.5553,0.7014,5.427E6,3.344E5,1.477E4,5.427E6,0.061,1.6323,2.4599,2,-0.0162,2,1
191,0.6241,0.5673,0.7123,537.16275,537.15839,537.16589,1.075E6,4.75E4,2.993E4,1.075E6,1,1,25,,,,,,,,,DETECTED,537.16275,537.15839,537.16589,0.6241,0.5673,0.7123,1.075E6,4.75E4,2.993E4,1.075E6,0.0305,1.457,2.1661,1,0.004,2,1
192,0.6241,0.5793,0.6906,575.00689,575.0022,575.01239,3.882E5,2.238E4,3.94E4,3.882E5,0,1,25,,,,,,,,,DETECTED,575.00689,575.0022,575.01239,0.6241,0.5793,0.6906,3.882E5,2.238E4,3.94E4,3.882E5,0.0591,1.2438,2.0071,,,2,1
197,0.6455,0.6022,1.0019,134.0144,134.01395,134.01453,4.555E6,5.545E5,6.391E4,4.555E6,5,1,3,,,,,,,,,DETECTED,134.0144,134.01395,134.01453,0.6455,0.6022,1.0019,4.555E6,5.545E5,6.391E4,4.555E6,0.1274,3.9129,5.9011,5,-0.0144,5,1
198,0.6455,0.6022,0.9723,135.0155,135.01488,135.01672,6.867E5,8.356E4,1.809E4,6.867E5,2,1,3,,,,,,,,,DETECTED,135.0155,135.01488,135.01672,0.6455,0.6022,0.9723,6.867E5,8.356E4,1.809E4,6.867E5,0.1212,3.9202,5.6877,2,0.0073,5,1
202,0.6565,0.6022,1.0019,133.01188,133.01128,133.01195,1.305E8,1.645E7,2.355E6,1.305E8,7,1,3,,,,,,,,,DETECTED,133.01188,133.01128,133.01195,0.6565,0.6022,1.0019,1.305E8,1.645E7,2.355E6,1.305E8,0.1206,3.3074,4.2331,7,-0.0362,4,1
206,0.6565,0.6135,1.0019,154.99515,154.99457,154.99641,5.405E5,5.754E4,8.94E3,5.405E5,1,,3,,,,,,,,,DETECTED,154.99515,154.99457,154.99641,0.6565,0.6135,1.0019,5.405E5,5.754E4,8.94E3,5.405E5,0.0742,3.2229,5.327,1,0.0201,,
207,0.6565,0.591,0.7833,173.00644,173.00447,173.00667,1.101E7,1.119E6,4.798E4,1.101E7,3,1,3,,,,,,,,,DETECTED,173.00644,173.00447,173.00667,0.6565,0.591,0.7833,1.101E7,1.119E6,4.798E4,1.101E7,0.1011,1.9386,3.0232,3,-0.027,3,1
209,0.6565,0.6022,1.2726,191.01788,191.01653,191.01808,1.208E8,1.711E7,1.232E5,1.208E8,12,1,3,,,,,,,,,DETECTED,191.01788,191.01653,191.01808,0.6565,0.6022,1.2726,1.208E8,1.711E7,1.232E5,1.208E8,0.1074,3.7852,5.8048,12,-0.0379,3,1
212,0.6565,0.6022,0.8399,232.87945,232.87848,232.88098,4.929E5,4.71E4,2.038E4,4.929E5,1,,3,,,,,,,,,DETECTED,232.87945,232.87848,232.88098,0.6565,0.6022,0.8399,4.929E5,4.71E4,2.038E4,4.929E5,0.1166,2.1175,2.7691,1,0.032,,
213,0.6565,0.6135,0.8144,247.02369,247.02277,247.02551,3.983E5,4.248E4,5.283E4,3.983E5,1,1,3,,,,,,,,,DETECTED,247.02369,247.02277,247.02551,0.6565,0.6135,0.8144,3.983E5,4.248E4,5.283E4,3.983E5,0.1219,2.3362,3.5651,1,0.0411,2,1
214,0.6565,0.6135,0.8471,268.93487,268.93237,268.93604,7.021E5,7.036E4,2.854E4,7.021E5,2,,3,,,,,,,,,DETECTED,268.93487,268.93237,268.93604,0.6565,0.6135,0.8471,7.021E5,7.036E4,2.854E4,7.021E5,0.2072,2.6482,4.277,2,0.009,,
216,0.6565,0.6135,0.9649,304.99035,304.98889,304.99127,1.77E6,2.153E5,2.43E4,1.77E6,3,1,3,,,,,,,,,DETECTED,304.99035,304.98889,304.99127,0.6565,0.6135,0.9649,1.77E6,2.153E5,2.43E4,1.77E6,0.1252,3.1533,4.7796,3,-0.0087,3,1
218,0.6906,0.6241,0.8227,194.92411,194.9225,194.92477,3.224E5,3.134E4,3.692E4,3.224E5,1,,3,,,,,,,,,DETECTED,194.92411,194.9225,194.92477,0.6906,0.6241,0.8227,3.224E5,3.134E4,3.692E4,3.224E5,0.0947,1.4925,2.0683,1,0.0195,,
219,0.6906,0.6135,1.0226,303.9514,303.94977,303.9527,7.778E5,1.158E5,1.054E4,7.778E5,3,1,3,,,,,,,,,DETECTED,303.9514,303.94977,303.9527,0.6906,0.6135,1.0226,7.778E5,1.158E5,1.054E4,7.778E5,0.1542,2.0643,2.224,3,-0.0284,2,1
